id,answer,user_input,answer_category,input_category_guess,relation_tag,expected_range,score_0_100,reason,reviewer
39,伤心,幕布戏偶,感情,,nonsense_low,0-7,2,毫无关联,
40,伸展,下西洋,动作,,nonsense_low,0-7,2,毫无关联,
41,伸展,俯卧,动作,,same_category_mid,45-55,50,动作类型相似,
42,伸展,舒缓紧绷,动作,,hint_like_high,55-65,60,关联度中等,
43,体面,体面,歌曲,,same_answer_exact,95-100,100,完全一样,
44,你的名字,大鱼海棠,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1
45,你的名字,虹猫蓝兔,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1
46,你的名字,青之驱魔师,动漫,动漫,related_mid,63-73,68,failed_top1_confusion,suggested_relabel_ab_v1
47,依恋,想靠近,情感,,hint_like_high,45-55,50,后者范围较广,
48,侧步,左右挪,动作,,hint_like_high,65-75,70,字面意思接近，联想度不高,
49,修灯,梯子,生活,,hint_like_high,35-45,40,前者大部分需要后者，但后者和前者关联度不够高,
50,修灯,检查线,生活,,hint_like_high,55-65,60,关联度中等,
51,俯卧,平躺反,动作,,hint_like_high,85-95,90,很接近,
52,俯身,云量厚,动作,,nonsense_low,0-7,2,毫无关联,
53,俯身,午休,动作,,cross_category_low,2-12,7,二者不搭界,
54,借刀杀人,月饼,典故,,nonsense_low,0-7,2,毫无关联,
55,借刀杀人,步骤,典故,,nonsense_low,0-7,2,毫无关联,
56,值机,安心,旅游,,cross_category_low,2-12,7,二者不搭界,
57,值机,春分,旅游,,cross_category_low,1-11,6,二者不搭界,
58,值班,狗尾续貂,工作,,cross_category_low,2-12,7,二者不搭界,
59,做作业,做作业,学习,,same_answer_exact,95-100,100,完全一样,
60,做实验,器材,学习,,hint_like_high,75-85,80,关联度较高,
61,做家务,得意,生活,,nonsense_low,0-7,2,毫无关联,
62,做家务,清理屋,生活,,hint_like_high,85-95,90,非常接近了,
63,做梦,存档,生活,,cross_category_low,2-12,7,二者不搭界,
64,做梦,火星,生活,,cross_category_low,2-12,7,二者不搭界,
65,做题,记忆,学习,,same_category_mid,35-45,40,都是学习，但关联度不高,
66,停下,不再动,动作,,hint_like_high,75-85,80,关联度较高,
67,催办,登顶,工作,,cross_category_low,5-15,10,二者不搭界,
68,儿童节,学校活动,节日,,hint_like_high,65-75,70,学校联想度较高，但儿童节也有其他庆祝方式，关联度中等,
69,元宵,绿垄,节日,,nonsense_low,0-7,2,毫无关联,
70,先知,先知,狼人杀,,same_answer_exact,95-100,100,完全一样,
71,先知,预言家,狼人杀,,hint_like_high,95-100,100,二者几乎相等,
72,光年,测天距,宇宙,,hint_like_high,85-95,90,很接近,
73,兔子尾巴,铁公鸡,歇后语,,same_category_mid,15-25,20,二者关联度底,
74,入职,报到登记,工作,,hint_like_high,75-85,80,关联度较高，报到登记是入职的一个重要环节,
75,入职,自检,工作,,same_category_mid,5-15,10,二者完全不搭界,
76,入职,语文,工作,,cross_category_low,2-12,7,二者不搭界,
77,全职猎人,数码宝贝,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1
78,全职猎人,虹猫蓝兔,动漫,动漫,hard_negative_low,10-20,15,failed_top1_confusion,hard_negative_miner_v1
79,全职猎人,银魂,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank3,hard_negative_miner_v1
80,全职猎人,馄饨,动漫,,cross_category_low,2-12,7,二者不搭界,
81,八面玲珑,同舟共济,成语,,same_category_mid,15-25,20,二者词义关联度低,
82,八面玲珑,杯弓蛇影,成语,,same_category_mid,25-35,30,都是成语，但关联度不高,
83,公会,手柄,游戏,,same_category_mid,25-35,30,关联度低,
84,公会,语言技巧,游戏,,nonsense_low,0-7,2,毫无关联,
85,关羽,盲人摸象,人物,,cross_category_low,2-12,7,二者不搭界,
86,写作,石桥,学习,,cross_category_low,2-12,7,二者不搭界,
87,冰川,冰川,风景,,same_answer_exact,95-100,100,完全一样,
88,冲茶,挥拳,生活,,cross_category_low,5-15,10,语义不同,
89,冷淡,国家事,情感,,nonsense_low,0-7,2,毫无关联,
90,出境,出境,旅游,,same_answer_exact,95-100,100,完全一样,
91,出境,背包,旅游,,same_category_mid,15-25,20,关联度低,
92,凿壁借光,凿壁借光,典故,,same_answer_exact,95-100,100,完全一样,
93,凿壁借光,夜读无灯,典故,,hint_like_high,80-90,85,后者为解释,
94,刀剑神域,对齐,动漫,,nonsense_low,0-7,2,毫无关联,
95,划点,提问,学习,,same_category_mid,15-25,20,语义不同,
96,刮骨疗毒,壮士断腕,典故,,hint_like_high,35-45,40,情感上有联系，但前者属于关羽，华佗，三国独有,
97,刷牙,早晚做,生活,,hint_like_high,45-55,50,后者范围较广,
98,刺客伍六七,任务,动漫,,hint_like_high,45-55,50,后者范围较广,
99,刺客伍六七,樱桃小丸子,动漫,动漫,hard_negative_low,10-20,15,failed_top1_confusion,hard_negative_miner_v1
100,刺客伍六七,烤鸭,动漫,,nonsense_low,0-7,2,毫无关联,
101,刺客伍六七,青之驱魔师,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank3,hard_negative_miner_v1
102,刺客伍六七,龙猫,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank2,hard_negative_miner_v1
103,刻舟求剑,刻舟求剑,歇后语,,same_answer_exact,95-100,100,完全一样,
104,副本,开荒,游戏,,same_category_mid,65-75,70,关联度较高,
105,副本,汉堡,游戏,,cross_category_low,2-12,7,二者不搭界,
106,加班,加班,工作,,same_answer_exact,95-100,100,完全一样,
107,匆匆那年,稻香,歌曲,,same_category_mid,55-65,60,关联度中等,
108,化学,化学,学科,,same_answer_exact,95-100,100,完全一样,
109,化学,法学,学科,,same_category_mid,45-55,50,都为学科,
110,化学,溶液配比,学科,,hint_like_high,45-55,50,化学包含溶液配比但后者只是前者的一个方面,
111,化学,狼人,学科,,cross_category_low,2-12,7,二者不搭界,
112,匹配,运动,游戏,,cross_category_low,2-12,7,二者不搭界,
113,医学,诊断治疗,学科,,hint_like_high,65-75,70,包含关系,
114,医学,逻辑,学科,,same_category_mid,15-25,20,关联度较高,
115,千与千寻,命运之夜,动漫,,same_category_mid,45-55,50,关联度中等,
116,千与千寻,喜羊羊,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank3,hard_negative_miner_v1
117,千与千寻,白蛇缘起,动漫,动漫,related_mid,63-73,68,failed_top1_confusion,suggested_relabel_ab_v1
118,千与千寻,魔法,动漫,,hint_like_high,25-35,30,有关联但不高,
119,千与千寻,龙猫,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank2,hard_negative_miner_v1
120,升级,组队,游戏,,same_category_mid,55-65,60,关联度中等,
121,单刀赴会,悬梁刺股,典故,,same_category_mid,25-35,30,都是历史典故，但关联度不高,
122,卧冰求鲤,围魏救赵,典故,,same_category_mid,15-25,20,成语关联度不高,
123,卧冰求鲤,寒冷之举,典故,,hint_like_high,65-75,70,字面意思接近,
124,卧冰求鲤,故事流传,典故,,hint_like_high,45-55,50,后者范围较广,
125,卫星,果汁,宇宙,,cross_category_low,2-12,7,二者不搭界,
126,历史,时序,学科,,hint_like_high,25-35,30,某种意义上的关联，但很难联想,
127,压抑,郁结,感情,,hint_like_high,55-65,60,都有抑郁的情感色彩但不完全一样,
128,厌烦,猪八戒照镜,情感,,nonsense_low,0-7,2,毫无关联,
129,古城,云雾,风景,,same_category_mid,35-45,40,关联度低,
130,司马光,亲切感,人物,,nonsense_low,0-7,2,毫无关联,
131,合成,产出装备,游戏,,hint_like_high,75-85,80,合成包含产出装备但后者只是前者的一个方面,
132,合成,词缀打造,游戏,,hint_like_high,35-45,40,词缀仅仅是合成的一小部分内容,
133,同舟共济,锦上添花,成语,,same_category_mid,55-65,60,种类相同，但意义不同,
134,名不副实,华而无用,成语,,hint_like_high,65-75,70,字面意思接近,
135,名侦探柯南,刺客伍六七,动漫,动漫,related_mid,63-73,68,failed_top1_confusion,suggested_relabel_ab_v1
136,名侦探柯南,旋转,动漫,,cross_category_low,2-12,7,二者不搭界,
137,名侦探柯南,画江湖,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank3,hard_negative_miner_v1
138,名侦探柯南,黑执事,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1
139,名侦探柯南,黑衣,动漫,,hint_like_high,45-55,50,后者范围较广,
140,后来,告白气球,歌曲,,same_category_mid,55-65,60,关联度中等,
141,后来,演员,歌曲,,same_category_mid,25-35,30,二者联想度低,
142,后来我们,划点,歌曲,,cross_category_low,2-12,7,二者不搭界,
143,后来我们,感慨,歌曲,,hint_like_high,45-55,50,后者范围较广,
144,后退,保持距离,动作,,hint_like_high,65-75,70,后者联想度一般，也可联想成为前进,
145,向导,撞山,旅游,,nonsense_low,0-7,2,毫无关联,
146,听课,守岁,学习,,nonsense_low,0-7,2,毫无关联,
147,听课,高处直冲,学习,,nonsense_low,0-7,2,毫无关联,
148,周深,治愈,歌手,,hint_like_high,5-15,10,不搭界，周深没唱过治愈,
149,命运之夜,传说,动漫,,hint_like_high,35-45,40,关联度不高,
150,命运之夜,山脊,动漫,,cross_category_low,0-7,2,二者不搭界,
151,命运之夜,引人来改,动漫,,nonsense_low,0-7,2,毫无关联,
152,命运之夜,虹猫蓝兔,动漫,动漫,hard_negative_low,10-20,15,failed_top1_confusion,hard_negative_miner_v1
153,命运之夜,进击的巨人,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1
154,命运之夜,龙珠,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank3,hard_negative_miner_v1
155,和尚打伞,肆意妄为,歇后语,,hint_like_high,45-55,50,后者范围较广,
156,咒术回战,咒术回战,动漫,,same_answer_exact,95-100,100,完全一样,
157,咒术回战,法门,动漫,,hint_like_high,55-65,60,包含关系,
158,咒术回战,虹猫蓝兔,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1
159,咒术回战,言叶之庭,动漫,动漫,hard_negative_low,10-20,15,failed_top1_confusion,hard_negative_miner_v1
160,咒术回战,龙珠,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank2,hard_negative_miner_v1
161,咖喱,确认归岗,美食,,nonsense_low,0-7,2,毫无关联,
162,哆啦A梦,喜羊羊,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank3,hard_negative_miner_v1
163,哆啦A梦,罗小黑战记,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1
164,哆啦A梦,龙猫,动漫,动漫,related_mid,63-73,68,failed_top1_confusion,suggested_relabel_ab_v1
165,哪吒,哪吒,神话,,same_answer_exact,95-100,100,完全一样,
166,哪吒,麒麟,神话,,same_category_mid,65-75,70,种类相同,
167,哲学,心理,学科,,same_category_mid,15-25,20,语义不同,
168,哲学,稳定性,学科,,nonsense_low,0-7,2,毫无关联,
169,唇亡齿寒,命运相连,成语,,hint_like_high,85-95,90,关联度较高,
170,唇亡齿寒,守口如瓶,成语,,same_category_mid,15-25,20,二者关联度低,
171,喜悦,樱花,情感,,cross_category_low,2-12,7,二者不搭界,
172,喜悦,煎饼,情感,,cross_category_low,2-12,7,二者不搭界,
173,喜羊羊,罗小黑战记,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank2,hard_negative_miner_v1
174,喜羊羊,龙猫,动漫,动漫,related_mid,63-73,68,failed_top1_confusion,suggested_relabel_ab_v1
175,四面楚歌,无路可退,典故,,hint_like_high,75-85,80,环境相同,
176,四面楚歌,暮色流动,典故,,nonsense_low,0-7,2,毫无关联,
177,国庆,万圣节,节日,,same_category_mid,25-35,30,都是节日，但关联度不高,
178,国画,楹联,文化,,same_category_mid,35-45,40,都是文化，但关联度不高,
179,图穷匕见,破釜沉舟,典故,,same_category_mid,25-35,30,都是历史典故，但关联度不高,
180,图穷匕见,连击,典故,,cross_category_low,2-12,7,二者不搭界,
181,土星,气体球,宇宙,,hint_like_high,55-65,60,后者范围大,
182,圣斗士,白蛇缘起,动漫,动漫,related_mid,63-73,68,failed_top1_confusion,suggested_relabel_ab_v1
183,圣斗士,虹猫蓝兔,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1
184,圣斗士,龙猫,动漫,,same_category_mid,45-55,50,关联度中等,
185,圣斗士,龙珠,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1
186,圣诞,虚惊一场,节日,,nonsense_low,0-7,2,毫无关联,
187,地球,体面,宇宙,,cross_category_low,2-12,7,二者不搭界,
188,坐船,安检,旅游,,same_category_mid,35-45,40,都是旅游，但关联度不高,
189,坐船,桨划水面,旅游,,hint_like_high,45-55,50,关联度中等,
190,培训,加班,工作,,same_category_mid,15-25,20,语义不同,
191,塔防,手柄,游戏,,same_category_mid,25-35,30,都是游戏，但关联度不高,
192,塔防,指鹿为马,游戏,,cross_category_low,2-12,7,二者不搭界,
193,塔防,视角,游戏,,same_category_mid,15-25,20,二者关联度低,
194,塔防,资源分配,游戏,,hint_like_high,45-55,50,后者范围较广,
195,处暑,处暑,节日,,same_answer_exact,95-100,100,完全一样,
196,处暑,热退去,节日,,hint_like_high,55-65,60,对处暑的解释,
197,复习,翻旧笔记,学习,,hint_like_high,75-85,80,复习包含翻旧笔记,
198,复盘,同舟共济,工作,,cross_category_low,2-12,7,二者不搭界,
199,复述,翻滚,学习,,cross_category_low,2-12,7,二者不搭界,
200,夏目友人帐,火箭,动漫,,cross_category_low,0-10,5,二者不搭界,
201,夏目友人帐,秦时明月,动漫,,same_category_mid,45-55,50,均为动漫，语义不同,
202,夏至,欣慰,节日,,cross_category_low,2-12,7,二者不搭界,
203,外卖,门口取,生活,,hint_like_high,50-60,55,有关联，但联想程度不高,
204,外星人,星球,宇宙,,same_category_mid,35-45,40,都是宇宙相关，但关联度不高,
205,外星人,未知生命,宇宙,,hint_like_high,65-75,70,联想能力中等,
206,夜曲,平凡之路,歌曲,,same_category_mid,35-45,40,猜不到,
207,夜曲,晴天,歌曲,,same_category_mid,55-65,60,关联度中等,
208,夜色,海岸,风景,,same_category_mid,15-25,20,关联度低,
209,大暑,找阴凉,节日,,hint_like_high,65-75,70,字面意思接近,
210,大暑,琴棋,节日,,cross_category_low,2-12,7,二者不搭界,
211,大暑,辅黄帝,节日,,nonsense_low,0-7,2,毫无关联,
212,大禹,盘瓠,神话,,same_category_mid,25-35,30,二者关联度低,
213,大鱼海棠,天空之城,动漫,,same_category_mid,65-75,70,都为动漫,
214,大鱼海棠,白蛇缘起,动漫,动漫,related_mid,63-73,68,failed_top1_confusion,suggested_relabel_ab_v1
215,大鱼海棠,罗小黑战记,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank2,hard_negative_miner_v1
216,大鱼海棠,虹猫蓝兔,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1
217,天体,上线,学科,,cross_category_low,2-12,7,二者不搭界,
218,天体,小暑,学科,,cross_category_low,2-12,7,二者不搭界,
219,天体,樱花,学科,,nonsense_low,0-7,2,毫无关联,
220,天气之子,你的名字,动漫,动漫,related_mid,63-73,68,failed_top1_confusion,suggested_relabel_ab_v1
221,天气之子,咒术回战,动漫,,same_category_mid,45-55,50,关联度中等,
222,天气之子,弯膝下沉,动漫,,nonsense_low,0-7,2,毫无关联,
223,天气之子,海贼王,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank2,hard_negative_miner_v1
224,天气之子,龙珠,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank3,hard_negative_miner_v1
225,天王星,海王星,宇宙,,same_category_mid,65-75,70,关联度较高,
226,天空之城,冒险,动漫,,hint_like_high,35-45,40,冒险太笼统了,
227,天空之城,大鱼海棠,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1
228,天空之城,怎么猜,动漫,,nonsense_low,0-7,2,毫无关联,
229,天空之城,数码宝贝,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1
230,天空之城,星游记,动漫,动漫,related_mid,63-73,68,failed_top1_confusion,suggested_relabel_ab_v1
231,失望,酸辣粉,感情,,cross_category_low,2-12,7,二者不搭界,
232,失落,伤心,感情,,same_category_mid,75-85,80,词义接近,
233,失落,压抑,感情,,same_category_mid,55-65,60,都是负面情绪,
234,失落,失落,感情,,same_answer_exact,95-100,100,完全一样,
235,夸父,夔牛,神话,,same_category_mid,55-65,60,都是神话，但关联度不高,
236,女娲,朱雀,神话,,same_category_mid,55-65,60,都是神话，但关联度不高,
237,女巫,丘比特,狼人杀,,same_category_mid,65-75,70,关联度较高,
238,女巫,粥品,狼人杀,,cross_category_low,0-7,2,二者不搭界,
239,妖精尾巴,一人之下,动漫,,same_category_mid,45-55,50,关联度中等,
240,妖精尾巴,喜羊羊,动漫,,same_category_mid,45-55,50,关联度中等,
241,妖精尾巴,星座,动漫,,cross_category_low,0-10,5,二者不搭界,
242,妖精尾巴,白蛇缘起,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1
243,妖精尾巴,虹猫蓝兔,动漫,动漫,hard_negative_low,10-20,15,failed_top1_confusion,hard_negative_miner_v1
244,妖精尾巴,青之驱魔师,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank2,hard_negative_miner_v1
245,委屈,委屈,感情,,same_answer_exact,95-100,100,完全一样,
246,嫉妒,会议,感情,,cross_category_low,2-12,7,二者不搭界,
247,嫉妒,规整,感情,,nonsense_low,0-7,2,毫无关联,
248,嫉妒,释然,感情,,same_category_mid,25-35,30,语义不同,
249,孙悟空,蒲松龄,人物,,same_category_mid,35-45,40,都是历史人物，但关联度不高,
250,孤寂,孤寂,情感,,same_answer_exact,95-100,100,完全一样,
251,孤寂,无奈,情感,,same_category_mid,25-35,30,语义不同,
252,孤寂,路线阻挡,情感,,nonsense_low,0-7,2,毫无关联,
253,守卫,午休,狼人杀,,cross_category_low,2-12,7,二者不搭界,
254,守口如瓶,不外传,成语,,hint_like_high,75-85,80,关联度较高,
255,守墓人,守墓人,狼人杀,,same_answer_exact,95-100,100,完全一样,
256,守夜人,守夜人,狼人杀,,same_answer_exact,95-100,100,完全一样,
257,守夜人,深更出手,狼人杀,,hint_like_high,45-55,50,形容这个身份，但狼人杀术语中不适用,
258,守护神,狼美人,狼人杀,,same_category_mid,65-75,70,都为狼人杀，范围接近,
259,安检,安检,旅游,,same_answer_exact,95-100,100,完全一样,
260,完璧归赵,巧辩,典故,,hint_like_high,15-25,20,关联度不高,
261,完璧归赵,退避三舍,典故,,same_category_mid,25-35,30,都是历史典故，但关联度不高,
262,实验,旋转,学习,,cross_category_low,2-12,7,二者不搭界,
263,实验,现象观察,学习,,hint_like_high,75-85,80,关联度较高,
264,害怕,翻书找页,感情,,nonsense_low,0-7,2,毫无关联,
265,害怕,起风了,感情,,nonsense_low,0-7,2,毫无关联,
266,对接,驯熊师,工作,,cross_category_low,2-12,7,二者不搭界,
267,对牛弹琴,唇亡齿寒,成语,,same_category_mid,25-35,30,都是成语，但关联度不高,
268,对牛弹琴,掩耳盗铃,成语,,same_category_mid,25-35,30,都是成语，但关联度不高,
269,对牛弹琴,画地为牢,成语,,same_category_mid,25-35,30,都是成语，但关联度不高,
270,对齐,同步目标,工作,,hint_like_high,85-95,90,联想度高,
271,对齐,瞎子点灯,工作,,cross_category_low,0-9,4,二者不搭界,
272,寿司,粽子,美食,,same_category_mid,45-55,50,种类相同，词义不够接近,
273,小年,小年,节日,,same_answer_exact,95-100,100,完全一样,
274,小幸运,俯冲,歌曲,,cross_category_low,0-9,4,二者不搭界,
275,小幸运,摆臂协调,歌曲,,nonsense_low,0-7,2,毫无关联,
276,小暑,万圣节,节日,,same_category_mid,25-35,30,都是节日，但关联度不高,
277,小暑,武林,节日,,nonsense_low,0-7,2,毫无关联,
278,小溪,小溪,风景,,same_answer_exact,95-100,100,完全一样,
279,小笼包,沙拉,美食,,same_category_mid,25-35,30,联想度低,
280,小笼包,禁锢者,美食,,cross_category_low,2-12,7,二者不搭界,
281,小葱拌豆腐,刻舟求剑,歇后语,,same_category_mid,25-35,30,关联度低,
282,小葱拌豆腐,清清楚楚,歇后语,,hint_like_high,45-55,50,后者非歇后语,
283,小行星,多碎石,宇宙,,hint_like_high,45-55,50,后者范围较广,
284,小行星,愚者,宇宙,,cross_category_low,2-12,7,二者不搭界,
285,小雪,舞狮,节日,,cross_category_low,2-12,7,二者不搭界,
286,屈原,端午纪念,人物,,hint_like_high,85-95,90,关联度很高,
287,屈原,诸葛亮,人物,,same_category_mid,25-35,30,都是历史人物，但关联度不高,
288,山谷,底部冲刷,风景,,hint_like_high,45-55,50,底部接近，冲刷联想过弱,
289,山谷,脚尖发力,风景,,nonsense_low,0-7,2,毫无关联,
290,岳飞,李时珍,人物,,same_category_mid,35-45,40,都是历史人物，但关联度不高,
291,工程,土木,学科,,hint_like_high,85-95,90,联想度很高,
292,平静,冷淡,情感,,same_category_mid,25-35,30,都是情感，但关联度不高,
293,幽游白书,伙伴,动漫,,hint_like_high,45-55,50,后者范围较广,
294,幽游白书,战斗,动漫,,hint_like_high,45-55,50,后者范围较广,
295,幽游白书,斗破苍穹,动漫,,same_category_mid,45-55,50,均为动漫，语义不同,
296,应龙,飞天,神话,,hint_like_high,75-85,80,关联度较高,
297,开心,惬意,感情,,same_category_mid,65-75,70,都是情感，但关联度高,
298,弓步,稳住,动作,,hint_like_high,35-45,40,字面意思有关联。但很难联系那个动作,
299,张信哲,张信哲,歌手,,same_answer_exact,95-100,100,完全一样,
300,张信哲,立夏,歌手,,nonsense_low,0-7,2,毫无关联,
301,张学友,张学友,歌手,,same_answer_exact,95-100,100,完全一样,
302,张杰,王力宏,歌手,,same_category_mid,35-45,40,都是歌手，但关联度不高,
303,张杰,答辩,歌手,,cross_category_low,2-12,7,二者不搭界,
304,张良,悬崖,人物,,cross_category_low,2-12,7,二者不搭界,
305,张衡,班固,人物,,same_category_mid,35-45,40,都是历史人物，但关联度不高,
306,弹跳,弓步,动作,,same_category_mid,15-25,20,语义不同,
307,弹跳,弹跳,动作,,same_answer_exact,95-100,100,完全一样,
308,弹跳,盘腿,动作,,same_category_mid,15-25,20,二者不搭界,
309,弹跳,站边后出手,动作,,nonsense_low,0-7,2,毫无关联,
310,归纳,考试,学习,,same_category_mid,35-45,40,都是学习活动，但关联度不高,
311,彩陶,评弹,文化,,same_category_mid,25-35,30,种类虽相同，但词义相差甚远,
312,影子,一字千金,狼人杀,,cross_category_low,2-12,7,二者不搭界,
313,徒步,一路走,旅游,,hint_like_high,65-75,70,关联度中等,
314,徒步,徒步,旅游,,same_answer_exact,95-100,100,完全一样,
315,心猿意马,浮躁,成语,,hint_like_high,65-75,70,语义较为接近,
316,心理,心理,学科,,same_answer_exact,95-100,100,完全一样,
317,心疼,柳宗元,情感,,cross_category_low,2-12,7,二者不搭界,
318,心酸,涩涩,情感,,hint_like_high,45-55,50,后者范围较广,
319,心酸,释怀,情感,,same_category_mid,25-35,30,语义不同,
320,忐忑,战绩,感情,,cross_category_low,2-12,7,二者不搭界,
321,忐忑,群起围堵,感情,,nonsense_low,0-7,2,毫无关联,
322,悬崖,古镇,风景,,same_category_mid,25-35,30,都是风景，但关联度不高,
323,悬梁刺股,悬梁刺股,典故,,same_answer_exact,95-100,100,完全一样,
324,悬梁刺股,旋律,典故,,nonsense_low,0-7,2,毫无关联,
325,悬梁刺股,梯田,典故,,nonsense_low,0-7,2,毫无关联,
326,悲伤,温馨,感情,,same_category_mid,25-35,30,关联度底,
327,悲伤,碑刻,感情,,cross_category_low,2-12,7,二者不搭界,
328,惆怅,惬意,情感,,same_category_mid,25-35,30,语义不同,
329,惆怅,防带走,感情,,nonsense_low,0-7,2,毫无关联,
330,惊喜,猝不及防,情感,,hint_like_high,35-45,40,惊喜包含猝不及防但后者关联度确实不高,
331,惊蛰,节气点,节日,,hint_like_high,65-75,70,节气点包含在节日中,
