id,answer,user_input,answer_category,input_category_guess,relation_tag,expected_range,score_0_100,reason,reviewer
116,哆啦A梦,喜羊羊,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
117,哆啦A梦,罗小黑战记,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1
118,哆啦A梦,龙猫,动漫,动漫,related_mid,60-75,68,failed_top1_confusion,suggested_relabel_ab_v1
119,哪吒,哪吒,神话,,same_answer_exact,95-100,100,完全一样,
120,哪吒,麒麟,神话,,same_category_mid,60-70,70,种类相同,
121,哲学,稳定性,学科,,nonsense_low,0-20,2,毫无关联,
122,唇亡齿寒,命运相连,成语,,hint_like_high,70-90,90,关联度较高,
123,喜悦,樱花,情感,,cross_category_low,0-30,7,二者不搭界,
124,喜悦,煎饼,情感,,cross_category_low,0-30,7,二者不搭界,
125,喜羊羊,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
126,喜羊羊,龙猫,动漫,动漫,related_mid,60-75,68,failed_top1_confusion,suggested_relabel_ab_v1
127,四面楚歌,无路可退,典故,,hint_like_high,70-90,80,环境相同,
128,四面楚歌,暮色流动,典故,,nonsense_low,0-20,2,毫无关联,
129,图穷匕见,连击,典故,,cross_category_low,0-30,7,二者不搭界,
130,圣斗士,白蛇缘起,动漫,动漫,related_mid,60-75,68,failed_top1_confusion,suggested_relabel_ab_v1
131,圣斗士,虹猫蓝兔,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1
132,圣斗士,龙珠,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1
133,圣诞,虚惊一场,节日,,nonsense_low,0-20,2,毫无关联,
134,地球,体面,宇宙,,cross_category_low,0-30,7,二者不搭界,
135,塔防,指鹿为马,游戏,,cross_category_low,0-30,7,二者不搭界,
136,处暑,处暑,节日,,same_answer_exact,95-100,100,完全一样,
137,复习,翻旧笔记,学习,,hint_like_high,70-90,80,复习包含翻旧笔记,
138,复盘,同舟共济,工作,,cross_category_low,0-30,7,二者不搭界,
139,复述,翻滚,学习,,cross_category_low,0-30,7,二者不搭界,
140,夏目友人帐,火箭,动漫,,cross_category_low,0-30,5,二者不搭界,
141,夏至,欣慰,节日,,cross_category_low,0-30,7,二者不搭界,
142,外星人,未知生命,宇宙,,hint_like_high,70-90,70,联想能力中等,
143,夜曲,晴天,歌曲,,same_category_mid,60-70,60,关联度中等,
144,大暑,找阴凉,节日,,hint_like_high,70-90,70,字面意思接近,
145,大暑,琴棋,节日,,cross_category_low,0-30,7,二者不搭界,
146,大暑,辅黄帝,节日,,nonsense_low,0-20,2,毫无关联,
147,大鱼海棠,天空之城,动漫,,same_category_mid,60-70,70,都为动漫,
148,大鱼海棠,白蛇缘起,动漫,动漫,related_mid,60-75,68,failed_top1_confusion,suggested_relabel_ab_v1
149,大鱼海棠,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
150,大鱼海棠,虹猫蓝兔,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1
151,天体,上线,学科,,cross_category_low,0-30,7,二者不搭界,
152,天体,小暑,学科,,cross_category_low,0-30,7,二者不搭界,
153,天体,樱花,学科,,nonsense_low,0-20,2,毫无关联,
154,天气之子,你的名字,动漫,动漫,related_mid,60-75,68,failed_top1_confusion,suggested_relabel_ab_v1
155,天气之子,弯膝下沉,动漫,,nonsense_low,0-20,2,毫无关联,
156,天气之子,海贼王,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
157,天气之子,龙珠,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
158,天王星,海王星,宇宙,,same_category_mid,60-70,70,关联度较高,
159,天空之城,大鱼海棠,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1
160,天空之城,怎么猜,动漫,,nonsense_low,0-20,2,毫无关联,
161,天空之城,数码宝贝,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1
162,天空之城,星游记,动漫,动漫,related_mid,60-75,68,failed_top1_confusion,suggested_relabel_ab_v1
163,失望,酸辣粉,感情,,cross_category_low,0-30,7,二者不搭界,
164,失落,压抑,感情,,same_category_mid,60-70,60,都是负面情绪,
165,失落,失落,感情,,same_answer_exact,95-100,100,完全一样,
166,夸父,夔牛,神话,,same_category_mid,60-70,60,都是神话，但关联度不高,
167,女娲,朱雀,神话,,same_category_mid,60-70,60,都是神话，但关联度不高,
168,女巫,丘比特,狼人杀,,same_category_mid,60-70,70,关联度较高,
169,女巫,粥品,狼人杀,,cross_category_low,0-30,2,二者不搭界,
170,妖精尾巴,星座,动漫,,cross_category_low,0-30,5,二者不搭界,
171,妖精尾巴,白蛇缘起,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1
172,妖精尾巴,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
173,妖精尾巴,青之驱魔师,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
174,委屈,委屈,感情,,same_answer_exact,95-100,100,完全一样,
175,嫉妒,会议,感情,,cross_category_low,0-30,7,二者不搭界,
176,嫉妒,规整,感情,,nonsense_low,0-20,2,毫无关联,
177,孤寂,孤寂,情感,,same_answer_exact,95-100,100,完全一样,
178,孤寂,路线阻挡,情感,,nonsense_low,0-20,2,毫无关联,
179,守卫,午休,狼人杀,,cross_category_low,0-30,7,二者不搭界,
180,守口如瓶,不外传,成语,,hint_like_high,70-90,80,关联度较高,
181,守墓人,守墓人,狼人杀,,same_answer_exact,95-100,100,完全一样,
182,守夜人,守夜人,狼人杀,,same_answer_exact,95-100,100,完全一样,
183,守护神,狼美人,狼人杀,,same_category_mid,60-70,70,都为狼人杀，范围接近,
184,安检,安检,旅游,,same_answer_exact,95-100,100,完全一样,
185,实验,旋转,学习,,cross_category_low,0-30,7,二者不搭界,
186,实验,现象观察,学习,,hint_like_high,70-90,80,关联度较高,
187,害怕,翻书找页,感情,,nonsense_low,0-20,2,毫无关联,
188,害怕,起风了,感情,,nonsense_low,0-20,2,毫无关联,
189,对接,驯熊师,工作,,cross_category_low,0-30,7,二者不搭界,
190,对齐,同步目标,工作,,hint_like_high,70-90,90,联想度高,
191,对齐,瞎子点灯,工作,,cross_category_low,0-30,4,二者不搭界,
192,小年,小年,节日,,same_answer_exact,95-100,100,完全一样,
193,小幸运,俯冲,歌曲,,cross_category_low,0-30,4,二者不搭界,
194,小幸运,摆臂协调,歌曲,,nonsense_low,0-20,2,毫无关联,
195,小暑,武林,节日,,nonsense_low,0-20,2,毫无关联,
196,小溪,小溪,风景,,same_answer_exact,95-100,100,完全一样,
197,小笼包,禁锢者,美食,,cross_category_low,0-30,7,二者不搭界,
198,小行星,愚者,宇宙,,cross_category_low,0-30,7,二者不搭界,
199,小雪,舞狮,节日,,cross_category_low,0-30,7,二者不搭界,
200,屈原,端午纪念,人物,,hint_like_high,70-90,90,关联度很高,
201,山谷,脚尖发力,风景,,nonsense_low,0-20,2,毫无关联,
202,工程,土木,学科,,hint_like_high,70-90,90,联想度很高,
203,应龙,飞天,神话,,hint_like_high,70-90,80,关联度较高,
204,开心,惬意,感情,,same_category_mid,60-70,70,都是情感，但关联度高,
205,张信哲,张信哲,歌手,,same_answer_exact,95-100,100,完全一样,
206,张信哲,立夏,歌手,,nonsense_low,0-20,2,毫无关联,
207,张学友,张学友,歌手,,same_answer_exact,95-100,100,完全一样,
208,张杰,答辩,歌手,,cross_category_low,0-30,7,二者不搭界,
209,张良,悬崖,人物,,cross_category_low,0-30,7,二者不搭界,
210,弹跳,弹跳,动作,,same_answer_exact,95-100,100,完全一样,
211,弹跳,站边后出手,动作,,nonsense_low,0-20,2,毫无关联,
212,影子,一字千金,狼人杀,,cross_category_low,0-30,7,二者不搭界,
213,徒步,一路走,旅游,,hint_like_high,70-90,70,关联度中等,
214,徒步,徒步,旅游,,same_answer_exact,95-100,100,完全一样,
215,心猿意马,浮躁,成语,,hint_like_high,70-90,70,语义较为接近,
216,心理,心理,学科,,same_answer_exact,95-100,100,完全一样,
217,心疼,柳宗元,情感,,cross_category_low,0-30,7,二者不搭界,
218,忐忑,战绩,感情,,cross_category_low,0-30,7,二者不搭界,
219,忐忑,群起围堵,感情,,nonsense_low,0-20,2,毫无关联,
220,悬梁刺股,悬梁刺股,典故,,same_answer_exact,95-100,100,完全一样,
221,悬梁刺股,旋律,典故,,nonsense_low,0-20,2,毫无关联,
222,悬梁刺股,梯田,典故,,nonsense_low,0-20,2,毫无关联,
223,悲伤,碑刻,感情,,cross_category_low,0-30,7,二者不搭界,
224,惆怅,防带走,感情,,nonsense_low,0-20,2,毫无关联,
225,惊蛰,节气点,节日,,hint_like_high,70-90,70,节气点包含在节日中,
226,惊蛰,轮岗,节日,,cross_category_low,0-30,7,二者不搭界,
227,惋惜,铁公鸡,情感,,cross_category_low,0-30,7,二者不搭界,
228,惬意,草船借箭,感情,,cross_category_low,0-30,20,语义不同,
229,感动,感动,情感,,same_answer_exact,95-100,100,完全一样,
230,懊悔,果汁,感情,,nonsense_low,0-20,2,毫无关联,
231,懊悔,自责,感情,,hint_like_high,70-90,80,感情接近,
232,手柄,大禹,游戏,,nonsense_low,0-20,2,毫无关联,
233,投笔从戎,奔赴战场,典故,,hint_like_high,70-90,70,后者没有描述到投笔的含义,
234,投笔从戎,扫描,典故,,nonsense_low,0-20,2,毫无关联,
235,抬头,抬头,动作,,same_answer_exact,95-100,100,完全一样,
236,抬头,柜台,动作,,nonsense_low,0-20,2,毫无关联,
237,担忧,左右摆,情感,,nonsense_low,0-20,2,毫无关联,
238,拉怪,以卵击石,游戏,,cross_category_low,0-30,5,二者不搭界,
239,拉怪,伸手,游戏,,cross_category_low,0-30,7,二者不搭界,
240,拍照,拍照,旅游,,same_answer_exact,95-100,100,完全一样,
241,拓印,石文摹写,文化,,hint_like_high,70-90,80,关联度较高,
242,指鹿为马,伎俩耗尽,典故,,nonsense_low,0-20,2,毫无关联,
243,指鹿为马,强词夺理,典故,,hint_like_high,70-90,70,前者具体事件，后者解释而已,
244,按兵不动,按兵不动,成语,,same_answer_exact,95-100,100,完全一样,
245,挑灯夜战,挑灯夜战,成语,,same_answer_exact,95-100,100,完全一样,
246,挑灯夜战,熬到很晚,成语,,hint_like_high,70-90,80,意思接近但后者非成语,
247,挑灯夜战,通宵赶工,成语,,hint_like_high,70-90,70,字面意思接近,
248,挤压,缩体积,动作,,hint_like_high,70-90,70,后者过于口语化,
249,挥手,仙桃宴,动作,,nonsense_low,0-20,2,毫无关联,
250,挥手,抬前臂,动作,,hint_like_high,70-90,90,意思接近,
251,挥拳,挥拳,动作,,same_answer_exact,95-100,100,完全一样,
252,挥拳,连线图,动作,,nonsense_low,0-20,2,毫无关联,
253,掉线,连接断,游戏,,hint_like_high,70-90,80,关联度较高,
254,掉落,许嵩,游戏,,cross_category_low,0-30,7,二者不搭界,
255,排期,草堂,工作,,nonsense_low,0-20,2,毫无关联,
256,排查,异常点,工作,,hint_like_high,70-90,70,有先后顺序,
257,排查,找问题,工作,,hint_like_high,70-90,90,联想度很高,
258,排查,校准方向,工作,,nonsense_low,0-20,2,毫无关联,
259,排球少年,熬到很晚,动漫,,nonsense_low,0-20,2,毫无关联,
260,排球少年,犬夜叉,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
261,排球少年,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
262,排球少年,虹猫蓝兔,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1
263,探图,探图,游戏,,same_answer_exact,95-100,100,完全一样,
264,收拾,丢垃圾,生活,,same_category_mid,60-70,70,关联度较高,
265,收拾,收拾,生活,,same_answer_exact,95-100,100,完全一样,
266,教程,运动,游戏,,nonsense_low,0-20,2,毫无关联,
267,敬佩,老马识途,情感,,cross_category_low,0-30,10,二者不搭界,
268,数学,方程求解,学科,,hint_like_high,70-90,85,后者根据学科内容较容易联想到答案,
269,数学,粽香,学科,,nonsense_low,0-20,2,毫无关联,
270,数码宝贝,刀剑神域,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1
271,数码宝贝,数码宝贝,动漫,,same_answer_exact,95-100,100,完全一样,
272,数码宝贝,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
273,数码宝贝,进击的巨人,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1
274,整理,整理,学习,,same_answer_exact,95-100,100,完全一样,
275,文天祥,丹心,人物,,hint_like_high,70-90,90,人物著作中提到丹心，关联度较高,
276,文学,小说戏剧,学科,,hint_like_high,70-90,70,前者是后者的一个分支，关联度较高,
277,斗破苍穹,热带,动漫,,nonsense_low,0-20,2,毫无关联,
278,斗破苍穹,白蛇缘起,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
279,斗破苍穹,虹猫蓝兔,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1
280,斗破苍穹,青之驱魔师,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1
281,斗罗大陆,修炼,动漫,,hint_like_high,70-90,70,包含关系,
282,斗罗大陆,刀剑神域,动漫,动漫,related_mid,60-75,68,failed_top1_confusion,suggested_relabel_ab_v1
283,斗罗大陆,武魂,动漫,,hint_like_high,70-90,70,都为动漫,
284,斗罗大陆,罗小黑战记,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1
285,斗罗大陆,虹猫蓝兔,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1
286,新手,丘比特,游戏,,cross_category_low,0-30,7,二者不搭界,
287,方案,剪纸,工作,,cross_category_low,0-30,4,二者不搭界,
288,方案,摘记,工作,,nonsense_low,0-20,2,毫无关联,
289,日出,日出,风景,,same_answer_exact,95-100,100,完全一样,
290,日出,玄鸟,风景,,cross_category_low,0-30,7,二者不搭界,
291,日报,每天写,工作,,hint_like_high,70-90,70,关联度接近,
292,日报,瞎子点灯,工作,,cross_category_low,0-30,7,二者不搭界,
293,日食,腰间小圆,宇宙,,nonsense_low,0-20,2,毫无关联,
294,早起,引力波,生活,,cross_category_low,0-30,7,二者不搭界,
295,星座,造型表现,宇宙,,nonsense_low,0-20,2,毫无关联,
296,星游记,妖精尾巴,动漫,动漫,related_mid,60-75,68,failed_top1_confusion,suggested_relabel_ab_v1
297,星游记,数码宝贝,动漫,动漫,near_synonym_high,75-90,82,failed_top3_confusion_rank2,suggested_relabel_ab_v1
298,星游记,海贼王,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
299,星游记,礁石,动漫,,cross_category_low,0-30,7,二者不搭界,
300,晚睡,小行星,生活,,cross_category_low,0-30,5,二者不搭界,
301,晚霞,云层晕彩,风景,,hint_like_high,70-90,70,关联度中等,
302,晾晒,亡羊补牢,生活,,cross_category_low,0-30,7,二者不搭界,
303,暴击,晚睡,游戏,,cross_category_low,0-30,6,二者不搭界,
304,月球,惊喜,宇宙,,cross_category_low,0-30,9,二者不搭界,
305,月食,柔美唱腔,宇宙,,nonsense_low,0-20,2,毫无关联,
306,月饼,热切,美食,,cross_category_low,0-30,7,二者不搭界,
307,朗读,化学,学习,,cross_category_low,0-30,20,语义不同,
308,朗读,挤压,学习,,cross_category_low,0-30,7,二者不搭界,
309,未闻花名,咒术回战,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
310,未闻花名,画江湖,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
311,未闻花名,银魂,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
312,朱雀,清风穿行,神话,,nonsense_low,0-20,2,毫无关联,
313,李时珍,资治通鉴,人物,,nonsense_low,0-20,2,毫无关联,
314,李白,混血儿,人物,,cross_category_low,0-30,10,二者不搭界,
315,材料,材料,学科,,same_answer_exact,95-100,100,完全一样,
316,村民,影子,狼人杀,,same_category_mid,60-70,70,都为狼人杀，范围接近,
317,杨戬,劈山救母,神话,,hint_like_high,70-90,80,后者为前者具体事迹,
318,杯弓蛇影,恐慌由假,成语,,hint_like_high,70-90,70,意思接近,
319,杯水车薪,杯水车薪,歇后语,,same_answer_exact,95-100,100,完全一样,
320,杯水车薪,母子转变,歇后语,,nonsense_low,0-20,2,毫无关联,
321,杯水车薪,编钟,歇后语,,cross_category_low,0-30,10,二者不搭界,
322,极光,函谷关,风景,,nonsense_low,0-20,2,毫无关联,
323,极光,极光,风景,,same_answer_exact,95-100,100,完全一样,
324,林俊杰,超新星,歌手,,cross_category_low,0-30,7,二者不搭界,
325,林黛玉,挟天子,人物,,cross_category_low,0-30,7,二者不搭界,
326,果汁,判定,美食,,nonsense_low,0-20,2,毫无关联,
327,果汁,协同,美食,,cross_category_low,0-30,7,二者不搭界,
328,果汁,果汁,美食,,same_answer_exact,95-100,100,完全一样,
