id,answer,user_input,answer_category,input_category_guess,relation_tag,expected_range,score_0_100,reason,reviewer
196,杯水车薪,编钟,歇后语,,cross_category_low,0-30,10,二者不搭界,gold_candidate_v26
197,修灯,梯子,生活,,hint_like_high,70-90,40,前者大部分需要后者，但后者和前者关联度不够高,gold_candidate_v26
198,进击的巨人,心里一惊,动漫,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
199,杨戬,神将,神话,,hint_like_high,70-90,60,包含关系,gold_candidate_v26
200,露台,露台,旅游,,same_answer_exact,95-100,100,完全一样,gold_candidate_v26
201,入职,自检,工作,,same_category_mid,60-70,10,二者完全不搭界,gold_candidate_v26
202,日出,日出,风景,,same_answer_exact,95-100,100,完全一样,gold_candidate_v26
203,天气之子,咒术回战,动漫,,same_category_mid,60-70,50,关联度中等,gold_candidate_v26
204,对牛弹琴,画地为牢,成语,,same_category_mid,60-70,30,都是成语，但关联度不高,gold_candidate_v26
205,王安石,青之驱魔师,人物,,cross_category_low,0-30,7,二者不搭界,gold_candidate_v26
206,朱雀,清风穿行,神话,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
207,值机,安心,旅游,,cross_category_low,0-30,7,二者不搭界,gold_candidate_v26
208,孤寂,孤寂,情感,,same_answer_exact,95-100,100,完全一样,gold_candidate_v26
209,悬梁刺股,旋律,典故,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
210,社火,民间踩街,文化,,hint_like_high,70-90,40,社火包含民间踩街但后者关联度确实不高,gold_candidate_v26
211,背水一战,高山流水,典故,,same_category_mid,60-70,30,都是历史典故，但关联度不高,gold_candidate_v26
212,狼骑士,无一落空,狼人杀,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
213,鲲鹏,扶摇直上,神话,,hint_like_high,70-90,80,关联度较高,gold_candidate_v26
214,井水不犯,传递流程,歇后语,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
215,疑惑,小幸运,情感,,cross_category_low,0-30,7,二者不搭界,gold_candidate_v26
216,听课,守岁,学习,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
217,伸展,俯卧,动作,,same_category_mid,60-70,50,动作类型相似,gold_candidate_v26
218,夸父,夔牛,神话,,same_category_mid,60-70,60,都是神话，但关联度不高,gold_candidate_v26
219,后来,告白气球,歌曲,,same_category_mid,60-70,60,关联度中等,gold_candidate_v26
220,完璧归赵,退避三舍,典故,,same_category_mid,60-70,30,都是历史典故，但关联度不高,gold_candidate_v26
221,排球少年,熬到很晚,动漫,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
222,司马光,亲切感,人物,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
223,小溪,小溪,风景,,same_answer_exact,95-100,100,完全一样,gold_candidate_v26
224,极光,极光,风景,,same_answer_exact,95-100,100,完全一样,gold_candidate_v26
225,集章,集章,旅游,,same_answer_exact,95-100,100,完全一样,gold_candidate_v26
226,教程,运动,游戏,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
227,京剧,风之谷,文化,,cross_category_low,0-30,7,二者不搭界,gold_candidate_v26
228,云雾,茶园,风景,,same_category_mid,60-70,20,关联度低,gold_candidate_v26
229,感动,感动,情感,,same_answer_exact,95-100,100,完全一样,gold_candidate_v26
230,鹤立鸡群,画饼充饥,成语,,same_category_mid,60-70,30,均为成语，关联度低,gold_candidate_v26
231,厌烦,猪八戒照镜,情感,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
232,李清照,秦始皇,人物,,same_category_mid,60-70,40,都是历史人物，但关联度不高,gold_candidate_v26
233,小葱拌豆腐,清清楚楚,歇后语,,hint_like_high,70-90,50,后者非歇后语,gold_candidate_v26
234,毛不易,创作,歌手,,hint_like_high,70-90,60,后者范围过大,gold_candidate_v26
235,手柄,大禹,游戏,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
236,计算,编码开发,学科,,hint_like_high,70-90,60,关联度中等,gold_candidate_v26
237,对齐,瞎子点灯,工作,,cross_category_low,0-30,4,二者不搭界,gold_candidate_v26
238,果汁,判定,美食,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
239,守口如瓶,不外传,成语,,hint_like_high,70-90,80,关联度较高,gold_candidate_v26
240,羡慕,惊讶,感情,,same_category_mid,60-70,30,都是情感，但关联度不高,gold_candidate_v26
241,肉夹馍,越剧,美食,,cross_category_low,0-30,7,二者不搭界,gold_candidate_v26
242,画江湖,早晨,动漫,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
243,同舟共济,锦上添花,成语,,same_category_mid,60-70,60,种类相同，但意义不同,gold_candidate_v26
244,韩信,文天祥,人物,,same_category_mid,60-70,30,都是历史人物，但关联度不高,gold_candidate_v26
245,血月使者,茶园,狼人杀,,cross_category_low,0-30,7,二者不搭界,gold_candidate_v26
246,陨石,暗能量,宇宙,,same_category_mid,60-70,20,关联度底,gold_candidate_v26
247,转机,免税,旅游,,same_category_mid,60-70,20,语义不同,gold_candidate_v26
248,交付,评审,工作,,same_category_mid,60-70,40,范围接近，语义不同,gold_candidate_v26
249,山谷,底部冲刷,风景,,hint_like_high,70-90,50,底部接近，冲刷联想过弱,gold_candidate_v26
250,里程碑,阶段目标,工作,,hint_like_high,70-90,90,语义相近,gold_candidate_v26
251,策略,排兵布阵,游戏,,hint_like_high,70-90,70,后者属于前者一种,gold_candidate_v26
252,汤圆,饺子,美食,,same_category_mid,60-70,70,关联度较高,gold_candidate_v26
253,气候,你是猪,学科,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
254,游戏王,农学,动漫,,cross_category_low,0-30,7,二者不搭界,gold_candidate_v26
255,李白,混血儿,人物,,cross_category_low,0-30,10,二者不搭界,gold_candidate_v26
256,伸展,舒缓紧绷,动作,,hint_like_high,70-90,60,关联度中等,gold_candidate_v26
257,馄饨,等待对局,美食,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
258,后退,保持距离,动作,,hint_like_high,70-90,70,后者联想度一般，也可联想成为前进,gold_candidate_v26
259,幽游白书,战斗,动漫,,hint_like_high,70-90,50,后者范围较广,gold_candidate_v26
260,糖葫芦,火属性,美食,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
