id,answer,user_input,answer_category,input_category_guess,relation_tag,expected_range,score_0_100,reason,reviewer
31,咒术回战,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
32,咒术回战,言叶之庭,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
33,咒术回战,龙珠,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
34,哆啦A梦,喜羊羊,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
35,哆啦A梦,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
36,哆啦A梦,龙猫,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
37,喜羊羊,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
38,喜羊羊,龙猫,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
39,圣斗士,白蛇缘起,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
40,圣斗士,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
41,圣斗士,龙珠,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
42,大鱼海棠,白蛇缘起,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
43,大鱼海棠,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
44,大鱼海棠,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
45,天气之子,你的名字,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
46,天气之子,海贼王,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
47,天气之子,龙珠,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
48,天空之城,大鱼海棠,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
49,天空之城,数码宝贝,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
50,天空之城,星游记,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
51,妖精尾巴,白蛇缘起,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
52,妖精尾巴,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
53,妖精尾巴,青之驱魔师,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
54,排球少年,犬夜叉,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
55,排球少年,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
56,排球少年,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
57,数码宝贝,刀剑神域,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
58,数码宝贝,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
59,数码宝贝,进击的巨人,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
60,斗破苍穹,白蛇缘起,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
61,斗破苍穹,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
62,斗破苍穹,青之驱魔师,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
63,斗罗大陆,刀剑神域,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
64,斗罗大陆,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
65,斗罗大陆,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
66,星游记,妖精尾巴,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
67,星游记,数码宝贝,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
68,星游记,海贼王,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
69,未闻花名,咒术回战,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
70,未闻花名,画江湖,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
71,未闻花名,银魂,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
72,死神,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
73,死神,青之驱魔师,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
74,死神,鬼灭之刃,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
75,海贼王,大鱼海棠,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
76,海贼王,数码宝贝,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
77,游戏王,白蛇缘起,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
78,游戏王,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
79,游戏王,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
80,灌篮高手,海贼王,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
81,灌篮高手,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
82,火影,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
83,火影,进击的巨人,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
84,火影,龙猫,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
85,灵笼,犬夜叉,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
86,灵笼,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
87,灵笼,鬼灭之刃,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
88,熊出没,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
89,熊出没,龙猫,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
90,犬夜叉,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
91,犬夜叉,青之驱魔师,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
92,犬夜叉,鬼灭之刃,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
93,狐妖小红娘,白蛇缘起,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
94,狐妖小红娘,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
95,狐妖小红娘,青之驱魔师,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
96,白蛇缘起,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
97,白蛇缘起,青之驱魔师,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
98,秦时明月,喜羊羊,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
99,秦时明月,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
100,秦时明月,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
101,红猪,大鱼海棠,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
102,红猪,星游记,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
103,红猪,海贼王,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
104,网球王子,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
105,网球王子,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
106,美少女战士,咒术回战,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
107,美少女战士,犬夜叉,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
108,美少女战士,银魂,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
109,蜡笔小新,哆啦A梦,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
110,蜡笔小新,妖精尾巴,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
111,蜡笔小新,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
112,铃芽之旅,灵笼,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
113,铃芽之旅,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
114,铃芽之旅,龙猫,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
115,银魂,幽游白书,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
116,银魂,樱桃小丸子,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
117,银魂,龙猫,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
118,镇魂街,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
119,镇魂街,青之驱魔师,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
120,镇魂街,鬼灭之刃,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
121,青之驱魔师,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
122,青之驱魔师,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
123,青之驱魔师,鬼灭之刃,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
124,风之谷,大鱼海棠,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
125,风之谷,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
126,风之谷,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
127,鬼灭之刃,白蛇缘起,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1
128,鬼灭之刃,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1
129,鬼灭之刃,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1
