id,answer,user_input,answer_category,input_category_guess,relation_tag,expected_range,score_0_100,reason,reviewer
26,逛馆,展品,旅游,,hint_like_high,70-90,60,关联度够了，但是二者词性不同,gold_candidate_v26
27,咒术回战,法门,动漫,,hint_like_high,70-90,60,包含关系,gold_candidate_v26
28,猫,猫咪,,,alias_synonym_high,85-95,90,人工锚点覆盖：昵称与本词（反向）,manual_gold_v26
29,图穷匕见,破釜沉舟,典故,,same_category_mid,60-70,30,都是历史典故，但关联度不高,gold_candidate_v26
30,默写,预读,学习,,same_category_mid,60-70,20,关联度低,gold_candidate_v26
31,幽游白书,斗破苍穹,动漫,,same_category_mid,60-70,50,均为动漫，语义不同,gold_candidate_v26
32,极光,函谷关,风景,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
33,后来,告白气球,歌曲,,same_category_mid,60-70,60,关联度中等,gold_candidate_v26
34,游戏王,游戏王,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
35,夏目友人帐,夏目友人帐,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
36,沙盒,沙盒,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
37,斗破苍穹,斗破苍穹,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
38,李白,混血儿,人物,,cross_category_low,0-30,10,二者不搭界,gold_candidate_v26
39,酸奶,酸奶,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
40,银魂,银魂,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
41,千与千寻,魔法,动漫,,hint_like_high,70-90,30,有关联但不高,gold_candidate_v26
42,全职猎人,馄饨,动漫,,cross_category_low,0-30,7,二者不搭界,gold_candidate_v26
43,凿壁借光,凿壁借光,典故,,same_answer_exact,95-100,100,完全一样,gold_candidate_v26
44,妖精尾巴,妖精尾巴,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
45,完璧归赵,退避三舍,典故,,same_category_mid,60-70,30,都是历史典故，但关联度不高,gold_candidate_v26
46,阅读,骑士,学习,,cross_category_low,0-30,7,二者不搭界,gold_candidate_v26
47,弹跳,弓步,动作,,same_category_mid,60-70,20,语义不同,gold_candidate_v26
48,欣赏,欣慰,情感,,same_category_mid,60-70,60,有相同的字但意思不对,gold_candidate_v26
49,催办,登顶,工作,,cross_category_low,0-30,10,二者不搭界,gold_candidate_v26
50,进击的巨人,心里一惊,动漫,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
51,夏至,欣慰,节日,,cross_category_low,0-30,7,二者不搭界,gold_candidate_v26
52,镇魂街,镇魂街,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
53,哆啦A梦,哆啦A梦,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
54,先知,预言家,狼人杀,,hint_like_high,70-90,100,二者几乎相等,gold_candidate_v26
55,韩信,文天祥,人物,,same_category_mid,60-70,30,都是历史人物，但关联度不高,gold_candidate_v26
56,刮骨疗毒,关羽,,,related_mid,55-65,60,人工锚点覆盖：历史事件关联（反向）,manual_gold_v26
57,灌篮高手,灌篮高手,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
58,武圣,关羽,,,near_synonym_high,77-87,82,人工锚点覆盖：历史称号（反向）,manual_gold_v26
59,里程碑,阶段目标,工作,,hint_like_high,70-90,90,语义相近,gold_candidate_v26
60,跟踪,杜甫,工作,,cross_category_low,0-30,7,二者不搭界,gold_candidate_v26
61,幽游白书,幽游白书,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
62,后退,保持距离,动作,,hint_like_high,70-90,70,后者联想度一般，也可联想成为前进,gold_candidate_v26
63,秦时明月,秦时明月,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
64,孙悟空,齐天大圣,,,alias_synonym_high,80-90,85,人工锚点覆盖：同义别名,manual_gold_v26
65,归纳,考试,学习,,same_category_mid,60-70,40,都是学习活动，但关联度不高,gold_candidate_v26
66,策略,排兵布阵,游戏,,hint_like_high,70-90,70,后者属于前者一种,gold_candidate_v26
67,八面玲珑,杯弓蛇影,成语,,same_category_mid,60-70,30,都是成语，但关联度不高,gold_candidate_v26
68,孤寂,孤寂,情感,,same_answer_exact,95-100,100,完全一样,gold_candidate_v26
69,一鸣惊人,刮目相看,,,related_low,41-51,46,人工锚点覆盖：语义相关（成语语境）,manual_gold_v26
70,幽游白书,战斗,动漫,,hint_like_high,70-90,50,后者范围较广,gold_candidate_v26
71,诸葛亮,卧龙,,,alias_synonym_high,80-90,85,人工锚点覆盖：历史别名,manual_gold_v26
72,天气之子,天气之子,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
73,订房,亮起来,旅游,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
74,喜羊羊,喜羊羊,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
75,鹤立鸡群,画饼充饥,成语,,same_category_mid,60-70,30,均为成语，关联度低,gold_candidate_v26
76,迈步,迈步,动作,,same_answer_exact,95-100,100,完全一样,gold_candidate_v26
77,石像鬼,石像鬼,狼人杀,,same_answer_exact,95-100,100,完全一样,gold_candidate_v26
78,龙猫,龙猫,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
79,白蛇缘起,白蛇缘起,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
80,感动,感动,情感,,same_answer_exact,95-100,100,完全一样,gold_candidate_v26
81,教程,运动,游戏,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
82,卧龙,诸葛亮,,,alias_synonym_high,80-90,85,人工锚点覆盖：历史别名（反向）,manual_gold_v26
83,地球,体面,宇宙,,cross_category_low,0-30,7,二者不搭界,gold_candidate_v26
84,灵笼,灵笼,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
85,网球王子,网球王子,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
86,入职,语文,工作,,cross_category_low,0-30,7,二者不搭界,gold_candidate_v26
87,刮目相看,一鸣惊人,,,related_low,41-51,46,人工锚点覆盖：语义相关（反向）,manual_gold_v26
88,狗咬吕洞宾,狗咬吕洞宾,歇后语,,same_answer_exact,95-100,100,完全一样,gold_candidate_v26
89,死神,死神,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
90,未闻花名,未闻花名,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
91,解谜,升级,游戏,,same_category_mid,60-70,40,都是游戏，但关联度不高,gold_candidate_v26
92,狐妖小红娘,狐妖小红娘,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
93,排球少年,排球少年,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
94,美少女战士,美少女战士,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
95,古城,云雾,风景,,same_category_mid,60-70,40,关联度低,gold_candidate_v26
96,刮骨疗毒,华佗,,,related_mid,57-67,62,人工锚点覆盖：历史事件与人物,manual_gold_v26
97,进击的巨人,进击的巨人,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
98,斗罗大陆,斗罗大陆,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
99,值机,安心,旅游,,cross_category_low,0-30,7,二者不搭界,gold_candidate_v26
100,夸父,夔牛,神话,,same_category_mid,60-70,60,都是神话，但关联度不高,gold_candidate_v26
101,鬼灭之刃,鬼灭之刃,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
102,悲伤,碑刻,感情,,cross_category_low,0-30,7,二者不搭界,gold_candidate_v26
103,血月使者,茶园,狼人杀,,cross_category_low,0-30,7,二者不搭界,gold_candidate_v26
104,对齐,瞎子点灯,工作,,cross_category_low,0-30,4,二者不搭界,gold_candidate_v26
105,生态,圣诞,学科,,cross_category_low,0-30,7,二者不搭界,gold_candidate_v26
106,大夫,医生,,,near_synonym_high,75-85,80,人工锚点覆盖：近义词（反向）,manual_gold_v26
107,日出,日出,风景,,same_answer_exact,95-100,100,完全一样,gold_candidate_v26
108,踮脚,拓印,动作,,cross_category_low,0-30,7,二者不搭界,gold_candidate_v26
109,鲲鹏,扶摇直上,神话,,hint_like_high,70-90,80,关联度较高,gold_candidate_v26
110,圣斗士,圣斗士,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
111,厉害,一鸣惊人,,,related_low,29-39,34,人工锚点覆盖：近义语义（口语表达，反向）,manual_gold_v26
112,一人之下,一人之下,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
113,背水一战,高山流水,典故,,same_category_mid,60-70,30,都是历史典故，但关联度不高,gold_candidate_v26
114,诸葛亮,孔明,,,alias_synonym_high,80-90,85,人工锚点覆盖：同义别名,manual_gold_v26
115,月球,惊喜,宇宙,,cross_category_low,0-30,9,二者不搭界,gold_candidate_v26
116,社火,民间踩街,文化,,hint_like_high,70-90,40,社火包含民间踩街但后者关联度确实不高,gold_candidate_v26
117,厌烦,猪八戒照镜,情感,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
118,守口如瓶,不外传,成语,,hint_like_high,70-90,80,关联度较高,gold_candidate_v26
119,杨戬,神将,神话,,hint_like_high,70-90,60,包含关系,gold_candidate_v26
120,风之谷,风之谷,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
121,魔女宅急便,魔女宅急便,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
122,惊讶,一鸣惊人,,,related_low,27-37,32,人工锚点覆盖：近义语义（弱到中关联，反向）,manual_gold_v26
123,和尚打伞,肆意妄为,歇后语,,hint_like_high,70-90,50,后者范围较广,gold_candidate_v26
124,天空之城,天空之城,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
125,伸展,俯卧,动作,,same_category_mid,60-70,50,动作类型相似,gold_candidate_v26
126,屈原,端午纪念,人物,,hint_like_high,70-90,90,关联度很高,gold_candidate_v26
127,手柄,大禹,游戏,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
128,麻辣烫,麻辣烫,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
129,值机,春分,旅游,,cross_category_low,0-30,6,二者不搭界,gold_candidate_v26
130,刘备,猫咪,,,hard_negative_low,5-15,10,人工锚点覆盖：无关对照（反向）,manual_gold_v26
131,红猪,红猪,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
132,卫星,果汁,宇宙,,cross_category_low,0-30,7,二者不搭界,gold_candidate_v26
133,泡汤,室外池边,旅游,,hint_like_high,70-90,60,后者范围有点大,gold_candidate_v26
134,杯水车薪,编钟,歇后语,,cross_category_low,0-30,10,二者不搭界,gold_candidate_v26
135,京剧,风之谷,文化,,cross_category_low,0-30,7,二者不搭界,gold_candidate_v26
136,猫咪,你个der,,,hard_negative_low,5-15,10,人工锚点覆盖：完全无关,manual_gold_v26
137,压抑,郁结,感情,,hint_like_high,70-90,60,都有抑郁的情感色彩但不完全一样,gold_candidate_v26
138,红豆,温柔,歌曲,,hint_like_high,70-90,30,后者仅是前者的一种情绪表达，关联度不高,gold_candidate_v26
139,杯水车薪,母子转变,歇后语,,nonsense_low,0-20,2,毫无关联,gold_candidate_v26
140,小葱拌豆腐,清清楚楚,歇后语,,hint_like_high,70-90,50,后者非歇后语,gold_candidate_v26
141,名侦探柯南,名侦探柯南,,,alias_synonym_high,95-100,100,从puzzles答案补充：answer自匹配锚点,manual_gold_v26
142,惬意,草船借箭,感情,,cross_category_low,0-30,20,语义不同,gold_candidate_v26
