id,answer,user_input,answer_category,input_category_guess,relation_tag,expected_range,score_0_100,reason,reviewer
5608,青铜,陶瓷,文化,文化,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
5576,昆曲,谭维维,文化,文化,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
336,技能,策略,游戏,,same_category_mid,60-70,20,关联度低,
1976,冲茶,杯子水,生活,生活,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
882,篆书,篆书,文化,,exact_match,98-100,100,完全一致,
4323,漫步,馆内,旅游,旅游,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
3354,冷淡,反应淡,情感,情感,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
5204,一字千金,扎实背,典故,典故,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
6267,王安石,磁暴奇景,人物,人物,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
4518,海湾,群山环抱,风景,风景,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
3995,复盘,报结果,工作,工作,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
3726,提问,解答,学习,学习,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
6239,班固,拉开筋骨,人物,人物,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
4479,纪念品,礼物,旅游,旅游,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
5938,逻辑,论证结构,学科,学科,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
6287,陆游,奇谈,人物,人物,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
6462,兴奋,情绪高,感情,感情,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
3043,升级,踢踏,游戏,游戏,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
7010,稻香,心中盼,歌曲,歌曲,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
6945,毛不易,老惦记,歌手,歌手,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
3429,抬头,引力,动作,动作,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
1860,洗碗,擦桌,生活,生活,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
3003,卡关,多次登门,游戏,游戏,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
4470,免税,无馅,旅游,旅游,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
1434,灵笼,邪语,动漫,动漫,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
5483,麻雀虽小,细节具备,歇后语,歇后语,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
982,盗贼,鲲鹏,狼人杀,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
2026,中秋,中秋味,节日,节日,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
1562,豆浆,甜饮,美食,美食,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
2589,超新星,爆发,宇宙,宇宙,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
283,炸鸡,烤鸭,美食,美食,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
2232,秋分,白昼长,节日,节日,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
4866,锦上添花,想象缓解,成语,成语,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
6409,激动,鲛人,感情,感情,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
1053,寿司,披萨,美食,美食,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
1872,取件,等餐,生活,生活,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
3747,背诵,背下来,学习,学习,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
4255,出境,踏上航班,旅游,旅游,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
1017,刮目相看,一鸣惊人,,,related_mid,40-80,46,人工锚点覆盖：语义相关（反向）,manual_override
3590,后退,前掌起,动作,动作,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
1569,咖喱,寿司,美食,美食,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
2351,杨戬,嫦娥,神话,神话,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
5885,音乐,旱灾,学科,学科,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
6336,郑板桥,轮守表,人物,人物,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
374,弹跳,弓步,动作,动作,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
1845,护肤,面霜,生活,生活,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
2717,土星,反引力,宇宙,宇宙,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
1490,汉堡,发酵,美食,美食,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
5748,楹联,笔墨纸砚,文化,文化,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
1583,馄饨,碗里热,美食,美食,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
421,草原,林间,风景,,same_category_mid,60-70,30,都是风景，但关联度不高,
5241,借刀杀人,挟天子,典故,典故,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
7094,红豆,蔡依林,歌曲,歌曲,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
7113,体面,心生向往,歌曲,歌曲,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
1799,洗衣,复习,生活,生活,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
984,拉怪,地质,游戏,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
2311,精卫,不息,神话,神话,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
1163,幽游白书,一人之下,动漫,动漫,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
7045,小幸运,得意,歌曲,歌曲,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
3162,真挚,惊恐,情感,情感,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
4541,日出,雾潮奔涌,风景,风景,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
3191,嫉妒,疏离感,感情,感情,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
4460,看夜景,大暑,旅游,旅游,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
919,狼狈为奸,一起干坏,成语,成语,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
807,孙悟空,齐天大圣,人物,,alias_synonym_high,90-98,99,同一角色称谓,
6053,教育,上课,学科,学科,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
6009,考古,沙盒,学科,学科,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
346,温柔,感动,情感,,same_category_mid,60-70,30,关联度底,
1753,通勤,赶车,生活,生活,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
1266,命运之夜,十五夜,动漫,动漫,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
2780,暗物质,小行星,宇宙,宇宙,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
6748,吹笛者,夜里指引,狼人杀,狼人杀,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
1522,酸奶,食物链,美食,美食,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
5910,心理,人格特征,学科,学科,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
1715,泡芙,皂香,美食,美食,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
4082,评审,确认合规,工作,工作,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
5419,瞎子摸象,明显所在,歇后语,歇后语,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
4016,协同,跟进,工作,工作,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
5140,悬梁刺股,俯冲,典故,典故,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
4431,露台,屋外处,旅游,旅游,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
6048,护理,照料,学科,学科,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
5740,篆书,字形训练,文化,文化,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
2657,星云,星云观测,宇宙,宇宙,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
244,逛馆,展厅,旅游,,hint_like_high,70-90,60,联想度不够,
5038,卧薪尝胆,狗咬吕洞宾,典故,典故,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
1536,糖葫芦,兔子尾巴,美食,美食,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
3449,旋转,赶车,动作,动作,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
5677,越剧,关羽名场面,文化,文化,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
6249,韩愈,道统,人物,人物,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
1132,数码宝贝,复活,动漫,动漫,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
3935,汇报,阶段总结,工作,工作,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
2508,河伯,风吹浪,神话,神话,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
6621,狼人,禁锢者,狼人杀,狼人杀,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
4048,升职,薪级上调,工作,工作,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
5143,悬梁刺股,众叛亲离,典故,典故,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
4352,赶车,节拍速度,旅游,旅游,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
2505,西王母,昆仑主,神话,神话,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
4989,八面玲珑,负薪读书,成语,成语,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
4965,画饼充饥,画龙点睛,成语,成语,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
4870,锦上添花,再加亮点,成语,成语,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
973,七夕,死神,节日,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
6382,自豪,可观测,感情,感情,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
1392,斗破苍穹,天空之城,动漫,动漫,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
3310,烦闷,细流,情感,情感,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
1821,上网,版本节奏,生活,生活,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
4065,方案,里程碑,工作,工作,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
4525,沙漠,青浪起伏,风景,风景,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
1475,面条,热汤,美食,美食,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
72,果汁,果汁,美食,,same_answer_exact,95-100,100,完全一样,
5659,琴棋,琴音,文化,文化,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
1172,银魂,魂环,动漫,动漫,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
4380,安检,检查线路,旅游,旅游,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
4151,下线,请假,工作,工作,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
6813,守护神,纸里包火,狼人杀,狼人杀,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
7051,后来,憧憬,歌曲,歌曲,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
1745,逛街,早起,生活,生活,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
5304,黄鼠狼拜年,表里不一,歇后语,歇后语,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
627,白狼王,鲛人,狼人杀,,cross_category_low,0-30,7,二者不搭界,
4833,盲人摸象,白费好意,成语,成语,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
965,游戏王,地理,动漫,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
6656,守墓人,猎魔人,狼人杀,狼人杀,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
204,挑灯夜战,通宵赶工,成语,,hint_like_high,70-90,70,字面意思接近,
3719,听讲,听老师,学习,学习,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
4141,上线,提建议,工作,工作,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
6853,周杰伦,刺绣,歌手,歌手,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
3793,测验,意识研究,学习,学习,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
4071,需求,不用提前愁,工作,工作,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
5250,程门立雪,立冬,典故,典故,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
3949,招聘,发布岗位,工作,工作,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
1205,全职猎人,狼人,动漫,动漫,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
2834,复活,数码宝贝,游戏,游戏,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
1389,斗罗大陆,魂环,动漫,动漫,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
3924,加班,排队,工作,工作,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
6248,韩愈,韩信,人物,人物,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
5825,物理,繁殖机制,学科,学科,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
142,做家务,清理屋,生活,生活,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
4486,瀑布,崖口飞水,风景,风景,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
552,纸上谈兵,期待,典故,,cross_category_low,0-30,7,二者不搭界,
6757,熊,天气之子,狼人杀,狼人杀,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
5518,墙头草,随风左右,歇后语,歇后语,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
1618,螺蛳粉,臭豆腐,美食,美食,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
6818,守护神,守卫,狼人杀,狼人杀,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
4105,汇总,演示,工作,工作,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
6960,梁静茹,寓言高手,歌手,歌手,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
6959,梁静茹,听讲,歌手,歌手,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
3541,弯腰,石壁陡立,动作,动作,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
7034,演员,李荣浩,歌曲,歌曲,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
1118,蜡笔小新,猎魔人,动漫,动漫,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
3821,听课,背下来,学习,学习,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
859,滥竽充数,滥竽充数,成语,,exact_match,98-100,100,完全一致,
1376,白蛇缘起,诸葛亮,动漫,动漫,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
319,练习,阅读,学习,,same_category_mid,60-70,30,关联度低,
3622,翻滚,回滚,动作,动作,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
6827,先知,狐妖小红娘,狼人杀,狼人杀,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
6545,压抑,窘迫,感情,感情,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
4156,自检,通过安检,工作,工作,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
1674,三明治,三顾茅庐,美食,美食,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
3609,迈步,暴击,动作,动作,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
2836,复活,变位,游戏,游戏,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
1832,追剧,演员,生活,生活,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
5730,漆器,海阔天空,文化,文化,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
4993,八面玲珑,里外难做,成语,成语,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
4182,请假,纪念品,工作,工作,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
4726,石桥,应龙,风景,风景,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
2052,万圣节,新春习俗,节日,节日,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
3416,挤压,俯卧,动作,动作,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
3432,抬头,腿勾住,动作,动作,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
3131,失落,心里空,感情,感情,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
3053,掉线,离地,游戏,游戏,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
4464,看夜景,车窗风景,旅游,旅游,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
4657,花田,草原,风景,风景,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
6350,开心,惊讶,感情,感情,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
6280,文天祥,草堂,人物,人物,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
3457,倒挂,起落有劲,动作,动作,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
5484,麻雀虽小,内里俱全,歇后语,歇后语,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
3593,后退,撤一步,动作,动作,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
4659,花田,自然,风景,风景,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
1889,淋浴,起床,生活,生活,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
4299,夜游,海阔天空,旅游,旅游,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
4364,托运,文档递,旅游,旅游,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
6526,惬意,安心,感情,感情,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
634,皮影,春分,文化,,cross_category_low,0-30,7,二者不搭界,
5127,黔驴技穷,程门立雪,典故,典故,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
5984,气象,雨量增,学科,学科,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
1391,斗破苍穹,百发百中,动漫,动漫,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
1657,冰淇淋,冰川,美食,美食,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
4147,下线,失望,工作,工作,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
5442,瞎子戴眼镜,无用之物,歇后语,歇后语,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
810,火锅,涮锅,美食,,near_synonym_high,90,90,近义称呼,
5972,材料,成分,学科,学科,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
5515,墙头草,醒目提示,歇后语,歇后语,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
3762,批改,入职,学习,学习,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
3379,潜伏,不被发现,动作,动作,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
6897,张学友,言叶之庭,歌手,歌手,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
1275,未闻花名,往事,动漫,动漫,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
1776,租房,押金,生活,生活,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
3210,欣慰,释然,感情,感情,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
6197,花木兰,丹心,人物,人物,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
6020,植物,花木,学科,学科,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
4683,稻田,梯田,风景,风景,hint_distill_top,85-95,90,hint distill target 90,hint_distill_v25
5214,三令五申,多次告诫,典故,典故,hint_distill_top,75-85,80,hint distill target 80,hint_distill_v25
5286,老鼠过街,花样用尽,歇后语,歇后语,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
6834,白狼,传道,狼人杀,狼人杀,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
5059,指鹿为马,狼美人,典故,典故,hint_distill_low,25-35,30,hint distill target 30,hint_distill_v25
3220,疑惑,害怕,情感,情感,hint_distill_high,65-75,70,hint distill target 70,hint_distill_v25
6410,激动,震惊,感情,感情,hint_distill_mid,35-45,40,hint distill target 40,hint_distill_v25
1161,幽游白书,棕兽,动漫,动漫,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
4100,跟踪,课后题,工作,工作,hint_distill_mid,45-55,50,hint distill target 50,hint_distill_v25
1351,狐妖小红娘,未闻花名,动漫,动漫,hint_distill_high,55-65,60,hint distill target 60,hint_distill_v25
