id,answer,user_input,answer_category,input_category_guess,relation_tag,expected_range,score_0_100,reason,reviewer
966,打卡,网球王子,旅游,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
278,塔防,资源分配,游戏,,hint_like_high,70-90,50,后者范围较广,
478,孙悟空,蒲松龄,人物,,same_category_mid,60-70,40,都是历史人物，但关联度不高,
962,值机,语文,旅游,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
81,下线,关闭功能,工作,,hint_like_high,70-90,20,下线包含关闭的意思但关联度确实不高,
571,天体,上线,学科,,cross_category_low,0-30,7,二者不搭界,
420,丢垃圾,搬家,生活,,same_category_mid,60-70,20,语义不同,
917,连麦,交流频道,游戏,,near_synonym_high,80-92,70,答案提示词（需人工复核）,
718,挥手,仙桃宴,动作,,nonsense_low,0-20,2,毫无关联,
489,单刀赴会,悬梁刺股,典故,,same_category_mid,60-70,30,都是历史典故，但关联度不高,
824,看见,看到,锚点词,,near_synonym_high,90,90,动词近义,
332,收拾,丢垃圾,生活,,same_category_mid,60-70,70,关联度较高,
590,祖冲之,讨论,人物,,cross_category_low,0-30,7,二者不搭界,
858,视角,视角,游戏,,exact_match,98-100,100,完全一致,
869,起床,起床,生活,,exact_match,98-100,100,完全一致,
17,化学,化学,学科,,same_answer_exact,95-100,100,完全一样,
250,拓印,石文摹写,文化,,hint_like_high,70-90,80,关联度较高,
254,守夜人,深更出手,狼人杀,,hint_like_high,70-90,50,形容这个身份，但狼人杀术语中不适用,
515,通话,养宠,生活,,same_category_mid,60-70,20,语义不同,
54,徒步,徒步,旅游,,same_answer_exact,95-100,100,完全一样,
595,匹配,运动,游戏,,cross_category_low,0-30,7,二者不搭界,
943,画江湖,排球少年,动漫,,related_mid,45-75,50,同类词（需人工复核）,
269,刺客伍六七,任务,动漫,,hint_like_high,70-90,50,后者范围较广,
760,馄饨,等待对局,美食,,nonsense_low,0-20,2,毫无关联,
247,诸葛亮,卧龙,,,alias_synonym_high,80-90,85,人工精调：历史别名,manual_patch
4,湖畔,湖畔,风景,,same_answer_exact,95-100,100,完全一样,
166,停下,不再动,动作,,hint_like_high,70-90,80,关联度较高,
245,猪八戒照镜,进退失据,歇后语,,hint_like_high,70-90,80,字面意思接近，但后者非歇后语,
710,听课,守岁,学习,,nonsense_low,0-20,2,毫无关联,
10,那英,那英,歌手,,same_answer_exact,95-100,100,完全一样,
414,国画,楹联,文化,,same_category_mid,60-70,40,都是文化，但关联度不高,
375,白居易,张衡,人物,,same_category_mid,60-70,40,都是历史人物，但关联度不高,
516,失落,压抑,感情,,same_category_mid,60-70,60,都是负面情绪,
834,火锅,诸葛亮,美食,,hard_negative_low,0-20,2,跨域无关,
973,七夕,死神,节日,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
748,懊悔,果汁,感情,,nonsense_low,0-20,2,毫无关联,
658,疑惑,小幸运,情感,,cross_category_low,0-30,7,二者不搭界,
67,收拾,收拾,生活,,same_answer_exact,95-100,100,完全一样,
616,入职,语文,工作,,cross_category_low,0-30,7,二者不搭界,
379,幽游白书,斗破苍穹,动漫,,same_category_mid,60-70,50,均为动漫，语义不同,
529,值机,春分,旅游,,cross_category_low,0-30,6,二者不搭界,
752,排查,校准方向,工作,,nonsense_low,0-20,2,毫无关联,
491,风之谷,虹猫蓝兔,动漫,,same_category_mid,60-70,50,关联度中等,
874,预习,预习,学习,,exact_match,98-100,100,完全一致,
102,露营,搭帐篷,旅游,,hint_like_high,70-90,70,露营包含搭帐篷,
575,影子,一字千金,狼人杀,,cross_category_low,0-30,7,二者不搭界,
512,懊悔,自豪,感情,,same_category_mid,60-70,30,都是情感，但关联度不高,
485,语文,地质,学科,,same_category_mid,60-70,40,都是学科，但关联度不高,
142,做家务,清理屋,生活,,hint_like_high,70-90,90,非常接近了,
945,梦魇,愚者,狼人杀,,related_mid,45-75,70,同类词（需人工复核）,
787,运动,先定规则,生活,,nonsense_low,0-20,2,毫无关联,
162,提问,澄清疑惑,学习,,hint_like_high,70-90,50,行为不同,
319,练习,阅读,学习,,same_category_mid,60-70,30,关联度低,
645,讨论,鲁迅,学习,,cross_category_low,0-30,7,二者不搭界,
623,狗咬吕洞宾,猎魔人,歇后语,,cross_category_low,0-30,7,二者不搭界,
300,租车,托运,旅游,,same_category_mid,60-70,20,二者关联度低,
709,祭司,热乎,狼人杀,,nonsense_low,0-20,2,毫无关联,
568,相柳,邓紫棋,神话,,cross_category_low,0-30,7,二者不搭界,
985,海湾,薛之谦,风景,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
323,高山流水,程门立雪,典故,,same_category_mid,60-70,20,关联度低,
207,伸展,舒缓紧绷,动作,,hint_like_high,70-90,60,关联度中等,
868,河伯,河伯,神话,,exact_match,98-100,100,完全一致,
57,霜降,霜降,节日,,same_answer_exact,95-100,100,完全一样,
85,化学,溶液配比,学科,,hint_like_high,70-90,50,化学包含溶液配比但后者只是前者的一个方面,
107,阅读,看文字,学习,,hint_like_high,70-90,60,阅读包含看文字,
721,孤寂,路线阻挡,情感,,nonsense_low,0-20,2,毫无关联,
691,气象,卤味,学科,,nonsense_low,0-20,2,毫无关联,
624,青之驱魔师,凿壁借光,动漫,,cross_category_low,0-30,7,二者不搭界,
578,做梦,存档,生活,,cross_category_low,0-30,7,二者不搭界,
369,收拾,租房,生活,,same_category_mid,60-70,20,语义不同,
739,刺客伍六七,烤鸭,动漫,,nonsense_low,0-20,2,毫无关联,
598,汉堡,京剧,美食,,cross_category_low,0-30,7,二者不搭界,
47,迈步,迈步,动作,,same_answer_exact,95-100,100,完全一样,
450,划点,提问,学习,,same_category_mid,60-70,20,语义不同,
229,外星人,未知生命,宇宙,,hint_like_high,70-90,70,联想能力中等,
699,红豆,轨道群,歌曲,,nonsense_low,0-20,2,毫无关联,
164,光年,测天距,宇宙,,hint_like_high,70-90,90,很接近,
931,鲲鹏,万里,神话,,near_synonym_high,80-92,80,答案提示词（需人工复核）,
912,欣赏,识货,情感,,near_synonym_high,80-92,70,答案提示词（需人工复核）,
474,背水一战,高山流水,典故,,same_category_mid,60-70,30,都是历史典故，但关联度不高,
221,幽游白书,伙伴,动漫,,hint_like_high,70-90,50,后者范围较广,
304,化学,法学,学科,,same_category_mid,60-70,50,都为学科,
338,天王星,海王星,宇宙,,same_category_mid,60-70,70,关联度较高,
391,麻花,汤圆,美食,,same_category_mid,60-70,30,都是吃的，仅此而已,
483,妖精尾巴,一人之下,动漫,,same_category_mid,60-70,50,关联度中等,
536,夏目友人帐,火箭,动漫,,cross_category_low,0-30,5,二者不搭界,
604,转机,刺绣,旅游,,cross_category_low,0-30,7,二者不搭界,
777,伤心,幕布戏偶,感情,,nonsense_low,0-20,2,毫无关联,
45,拍照,拍照,旅游,,same_answer_exact,95-100,100,完全一样,
954,冷淡,焦虑,情感,,hard_negative_low,0-20,20,跨类无关（需人工复核）,
486,悬崖,古镇,风景,,same_category_mid,60-70,30,都是风景，但关联度不高,
35,感动,感动,情感,,same_answer_exact,95-100,100,完全一样,
9,数码宝贝,数码宝贝,动漫,,same_answer_exact,95-100,100,完全一样,
214,购物,比价,生活,,hint_like_high,70-90,60,关联度中等,
188,篆书,字形古雅,文化,,hint_like_high,70-90,70,包含,
371,评弹,龙舟,文化,,same_category_mid,60-70,20,语义不同,
592,日报,瞎子点灯,工作,,cross_category_low,0-30,7,二者不搭界,
448,超新星,星系,宇宙,,same_category_mid,60-70,40,都是宇宙相关，但关联度不高,
472,言叶之庭,画江湖,动漫,,same_category_mid,60-70,40,都是历史人物，但关联度不高,
1004,兴奋,值机,感情,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
722,做家务,得意,生活,,nonsense_low,0-20,2,毫无关联,
153,自驾,路线随定,旅游,,hint_like_high,70-90,40,有关联但是很难联想,
316,熬夜,网购,生活,,same_category_mid,60-70,20,关联度低,
732,害怕,翻书找页,感情,,nonsense_low,0-20,2,毫无关联,
685,担忧,左右摆,情感,,nonsense_low,0-20,2,毫无关联,
66,加班,加班,工作,,same_answer_exact,95-100,100,完全一样,
851,交接,交接,工作,,exact_match,98-100,100,完全一致,
838,一字千金,一字千金,典故,,exact_match,98-100,100,完全一致,
899,黑洞,事件视界,宇宙,,near_synonym_high,80-92,70,答案提示词（需人工复核）,
635,张杰,答辩,歌手,,cross_category_low,0-30,7,二者不搭界,
764,狼王,行当,狼人杀,,nonsense_low,0-20,2,毫无关联,
27,处暑,处暑,节日,,same_answer_exact,95-100,100,完全一样,
735,画江湖,早晨,动漫,,nonsense_low,0-20,2,毫无关联,
647,邯郸学步,刷牙,典故,,cross_category_low,0-30,7,二者不搭界,
410,后来,告白气球,歌曲,,same_category_mid,60-70,60,关联度中等,
768,方案,摘记,工作,,nonsense_low,0-20,2,毫无关联,
500,井水不犯,秀才遇鬼,歇后语,,same_category_mid,60-70,30,都是歇后语，但关联度不高,
716,进击的巨人,孤身前往,动漫,,nonsense_low,0-20,2,毫无关联,
558,王安石,青之驱魔师,人物,,cross_category_low,0-30,7,二者不搭界,
459,完璧归赵,退避三舍,典故,,same_category_mid,60-70,30,都是历史典故，但关联度不高,
572,游戏王,农学,动漫,,cross_category_low,0-30,7,二者不搭界,
43,陨石,陨石,宇宙,,same_answer_exact,95-100,100,完全一样,
251,镇魂街,战斗,动漫,,hint_like_high,70-90,50,后者范围较广,
399,花鼓,京剧,文化,,same_category_mid,60-70,40,都是文化，但关联度不高,
195,海洋,潮汐,学科,,hint_like_high,70-90,70,关联度中等,
181,日报,每天写,工作,,hint_like_high,70-90,70,关联度接近,
894,谭维维,谭维维,歌手,,exact_match,98-100,100,完全一致,
900,冰淇淋,融化快,美食,,near_synonym_high,80-92,70,答案提示词（需人工复核）,
400,塔防,手柄,游戏,,same_category_mid,60-70,30,都是游戏，但关联度不高,
759,天空之城,怎么猜,动漫,,nonsense_low,0-20,2,毫无关联,
151,懊悔,自责,感情,,hint_like_high,70-90,80,感情接近,
186,工程,土木,学科,,hint_like_high,70-90,90,联想度很高,
171,周深,治愈,歌手,,hint_like_high,70-90,10,不搭界，周深没唱过治愈,
104,惊喜,猝不及防,情感,,hint_like_high,70-90,40,惊喜包含猝不及防但后者关联度确实不高,
76,盲人摸象,盲人摸象,成语,,same_answer_exact,95-100,100,完全一样,
1030,你个der,猫咪,,,hard_negative_low,0-12,10,人工精调：完全无关,manual_patch
771,激动,阻力小,感情,,nonsense_low,0-20,2,毫无关联,
528,李白,混血儿,人物,,cross_category_low,0-30,10,二者不搭界,
640,酸辣粉,全职猎人,美食,,cross_category_low,0-30,7,二者不搭界,
890,嫦娥,嫦娥,神话,,exact_match,98-100,100,完全一致,
455,对牛弹琴,画地为牢,成语,,same_category_mid,60-70,30,都是成语，但关联度不高,
36,需求,需求,工作,,same_answer_exact,95-100,100,完全一样,
267,后来我们,感慨,歌曲,,hint_like_high,70-90,50,后者范围较广,
126,理发,围布,生活,,hint_like_high,70-90,50,理发包含围布但后者只是前者的一个方面,
354,小葱拌豆腐,刻舟求剑,歇后语,,same_category_mid,60-70,30,关联度低,
742,四面楚歌,暮色流动,典故,,nonsense_low,0-20,2,毫无关联,
192,画地为牢,自我束缚,成语,,hint_like_high,70-90,80,关联度较高,
541,方案,剪纸,工作,,cross_category_low,0-30,4,二者不搭界,
833,猫咪,刘备,锚点词,,hard_negative_low,0-20,2,无关对照,
519,解谜,升级,游戏,,same_category_mid,60-70,40,都是游戏，但关联度不高,
637,潜狼,瞎子点灯,狼人杀,,cross_category_low,0-30,7,二者不搭界,
925,动物,鸟类,学科,,near_synonym_high,80-92,70,答案提示词（需人工复核）,
825,思考,思索,锚点词,,near_synonym_high,90,90,动词近义,
262,后退,保持距离,动作,,hint_like_high,70-90,70,后者联想度一般，也可联想成为前进,
543,纸上谈兵,拓印,典故,,cross_category_low,0-30,3,二者不搭界,
1024,武圣,关羽,,,alias_synonym_high,80-90,82,人工精调：历史称号（反向）,manual_patch
101,小葱拌豆腐,清清楚楚,歇后语,,hint_like_high,70-90,50,后者非歇后语,
802,小狗,狗,锚点词,,alias_synonym_high,88-96,90,口语近义,
999,雪峰,答辩,风景,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
288,理发,淋浴,生活,,same_category_mid,60-70,10,完全猜不到,
552,纸上谈兵,期待,典故,,cross_category_low,0-30,7,二者不搭界,
261,先知,预言家,狼人杀,,hint_like_high,70-90,100,二者几乎相等,
987,俯冲,汇总,动作,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
63,灵笼,灵笼,动漫,,same_answer_exact,95-100,100,完全一样,
157,糖葫芦,冰晶壳,美食,,hint_like_high,70-90,60,外观描述,
402,稻香,告白,歌曲,,same_category_mid,60-70,60,关联度中等,
872,贾宝玉,贾宝玉,人物,,exact_match,98-100,100,完全一致,
124,教育,师生,学科,,hint_like_high,70-90,50,教育包含师生但后者只是前者的一个方面,
898,泥菩萨过,身子湿软,歇后语,,near_synonym_high,80-92,70,答案提示词（需人工复核）,
122,竹海,风起摇曳,风景,,hint_like_high,70-90,40,风吹过竹子,
283,炸鸡,烤鸭,美食,,same_category_mid,60-70,70,种类相同,
131,弓步,稳住,动作,,hint_like_high,70-90,40,字面意思有关联。但很难联系那个动作,
750,杯水车薪,母子转变,歇后语,,nonsense_low,0-20,2,毫无关联,
810,火锅,涮锅,美食,,near_synonym_high,90,90,近义称呼,
191,预习,先熟悉,学习,,hint_like_high,70-90,90,很接近,
871,云雾,云雾,风景,,exact_match,98-100,100,完全一致,
982,盗贼,鲲鹏,狼人杀,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
947,狼美人,巫师,狼人杀,,related_mid,45-75,40,同类词（需人工复核）,
84,美少女战士,变身,动漫,,hint_like_high,70-90,40,变身只是美少女战士的一个元素,
91,银河,亿万恒体,宇宙,,hint_like_high,70-90,80,意思接近但后者非宇宙,
442,沙拉,果汁,美食,,same_category_mid,60-70,30,都是吃的，仅此而已,
286,哪吒,麒麟,神话,,same_category_mid,60-70,70,种类相同,
619,退避三舍,光年,典故,,cross_category_low,0-30,7,二者不搭界,
774,弹跳,站边后出手,动作,,nonsense_low,0-20,2,毫无关联,
437,樱桃小丸子,魔女宅急便,动漫,,same_category_mid,60-70,50,关联度中等,
1026,刮骨疗毒,关羽,,,related_mid,55-65,60,人工精调：历史事件关联（反向）,manual_patch
374,弹跳,弓步,动作,,same_category_mid,60-70,20,语义不同,
781,黔驴技穷,选题,典故,,nonsense_low,0-20,2,毫无关联,
970,狗咬吕洞宾,值机,歇后语,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
461,郁闷,惋惜,情感,,same_category_mid,60-70,30,语义不同,
956,宇宙,教程,宇宙,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
798,碑刻,篾条成形,文化,,nonsense_low,0-20,2,毫无关联,
809,饺子,水饺,美食,,near_synonym_high,85-95,90,同义常用词,
773,小暑,武林,节日,,nonsense_low,0-20,2,毫无关联,
237,犬夜叉,破魔,动漫,,hint_like_high,70-90,80,易于联想,
756,日食,腰间小圆,宇宙,,nonsense_low,0-20,2,毫无关联,
1007,四面楚歌,排球少年,典故,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
846,拿鸡毛,拿鸡毛,歇后语,,exact_match,98-100,100,完全一致,
241,上网,信号满,生活,,hint_like_high,70-90,70,信号满容易联想到手机或者WIFI,
451,一人之下,咒术回战,动漫,,same_category_mid,60-70,50,关联度中等,
712,霜降,侠客,节日,,nonsense_low,0-20,2,毫无关联,
769,皮雕,现场呈现,文化,,nonsense_low,0-20,2,毫无关联,
707,考试,鬼怪装,学习,,nonsense_low,0-20,2,毫无关联,
765,数学,粽香,学科,,nonsense_low,0-20,2,毫无关联,
591,血月使者,茶园,狼人杀,,cross_category_low,0-30,7,二者不搭界,
312,楹联,相声,文化,,same_category_mid,60-70,50,种类相同,
738,伸展,下西洋,动作,,nonsense_low,0-20,2,毫无关联,
551,麻雀虽小,玄女,歇后语,,cross_category_low,0-30,7,二者不搭界,
800,猫咪,猫,锚点词,,alias_synonym_high,90-98,90,昵称与本词,
886,酸辣粉,酸辣粉,美食,,exact_match,98-100,100,完全一致,
676,风之谷,鞠躬,动漫,,cross_category_low,0-30,7,二者不搭界,
159,泡汤,室外池边,旅游,,hint_like_high,70-90,60,后者范围有点大,
37,按兵不动,按兵不动,成语,,same_answer_exact,95-100,100,完全一样,
570,视角,烤鸭,游戏,,cross_category_low,0-30,7,二者不搭界,
329,后来,演员,歌曲,,same_category_mid,60-70,30,二者联想度低,
969,麻辣烫,杨千嬅,美食,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
120,迈步,移动,动作,,hint_like_high,70-90,65,迈步确实会产生移动,
266,卧冰求鲤,故事流传,典故,,hint_like_high,70-90,50,后者范围较广,
740,泥菩萨过,兔子尾巴,歇后语,,nonsense_low,0-20,2,毫无关联,
588,小雪,舞狮,节日,,cross_category_low,0-30,7,二者不搭界,
103,花鼓,踏步节奏,文化,,hint_like_high,70-90,60,关联度中等,
223,龙舟,长形船体,文化,,hint_like_high,70-90,50,后者范围较广,
334,医学,逻辑,学科,,same_category_mid,60-70,20,关联度较高,
389,拍照,泡汤,旅游,,same_category_mid,60-70,20,语义不同,
353,风之谷,龙猫,动漫,,same_category_mid,60-70,40,关联度中等,
297,寿司,粽子,美食,,same_category_mid,60-70,50,种类相同，词义不够接近,
587,银河,焦虑,宇宙,,cross_category_low,0-30,7,二者不搭界,
496,开心,惬意,感情,,same_category_mid,60-70,70,都是情感，但关联度高,
253,狼美人,绑线,狼人杀,,hint_like_high,70-90,20,连人更合适，绑线狼人杀没听说,
804,诸葛亮,孔明,,,alias_synonym_high,80-90,85,人工精调：历史别名,manual_patch
992,古镇,禁锢者,风景,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
584,鞠躬,精卫,动作,,cross_category_low,0-30,7,二者不搭界,
670,舞狮,托运,文化,,cross_category_low,0-30,7,二者不搭界,
803,小猫,猫,锚点词,,alias_synonym_high,88-96,90,口语近义,
246,林俊杰,舞台,歌手,,hint_like_high,70-90,50,后者范围较广,
30,连麦,连麦,游戏,,same_answer_exact,95-100,100,完全一样,
242,实验,现象观察,学习,,hint_like_high,70-90,80,关联度较高,
322,古城,云雾,风景,,same_category_mid,60-70,40,关联度低,
94,挥手,抬前臂,动作,,hint_like_high,70-90,90,意思接近,
222,早起,先洗漱,生活,,hint_like_high,70-90,60,关联度中等,
979,陶瓷,推挡,文化,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
509,潜伏,滑行,动作,,same_category_mid,60-70,20,语义不同,
291,小笼包,沙拉,美食,,same_category_mid,60-70,30,联想度低,
996,震惊,望远镜,情感,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
989,离职,转机,工作,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
855,统计,统计,学科,,exact_match,98-100,100,完全一致,
44,石像鬼,石像鬼,狼人杀,,same_answer_exact,95-100,100,完全一样,
428,八面玲珑,杯弓蛇影,成语,,same_category_mid,60-70,30,都是成语，但关联度不高,
487,千与千寻,命运之夜,动漫,,same_category_mid,60-70,50,关联度中等,
557,美术,骑士,学科,,cross_category_low,0-30,7,二者不搭界,
201,名不副实,华而无用,成语,,hint_like_high,70-90,70,字面意思接近,
875,鞠躬,鞠躬,动作,,exact_match,98-100,100,完全一致,
576,评审,镇魂街,工作,,cross_category_low,0-30,7,二者不搭界,
135,视角,镜头位置,游戏,,hint_like_high,70-90,80,词义上接近，但后者只是前者的一个方面,
80,跳跃,跳跃,动作,,same_answer_exact,95-100,100,完全一样,
636,果汁,协同,美食,,cross_category_low,0-30,7,二者不搭界,
418,陈奕迅,李荣浩,歌手,,same_category_mid,60-70,40,都是歌手，但关联度不高,
178,秃子头上,无遮无掩,歇后语,,hint_like_high,70-90,70,字面意思接近,
929,对症下药,有的放矢,成语,,near_synonym_high,80-92,70,答案提示词（需人工复核）,
533,汤圆,稻田,美食,,cross_category_low,0-30,4,二者不搭界,
3,委屈,委屈,感情,,same_answer_exact,95-100,100,完全一样,
600,白蛇缘起,敬佩,动漫,,cross_category_low,0-30,7,二者不搭界,
780,鹤立鸡群,看高处,成语,,nonsense_low,0-20,2,毫无关联,
174,红豆,温柔,歌曲,,hint_like_high,70-90,30,后者仅是前者的一种情绪表达，关联度不高,
522,敬佩,老马识途,情感,,cross_category_low,0-30,10,二者不搭界,
805,李白,青莲居士,人物,,alias_synonym_high,85-95,90,人物号,
561,写作,石桥,学习,,cross_category_low,0-30,7,二者不搭界,
447,鲛人,麒麟,神话,,same_category_mid,60-70,60,都是神话，但关联度不高,
385,连击,教程,游戏,,same_category_mid,60-70,20,都是游戏活动，但关联度不高,
554,惋惜,铁公鸡,情感,,cross_category_low,0-30,7,二者不搭界,
811,寿司,饭团,美食,,related_mid,60,60,相关但非严格同义,
1002,寿司,做实验,美食,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
145,班固,史书,人物,,hint_like_high,70-90,80,后者为事迹，但不单属于前者,
911,真空,无气体,宇宙,,near_synonym_high,80-92,90,答案提示词（需人工复核）,
933,望梅止渴,单刀赴会,典故,,related_mid,45-75,50,同类词（需人工复核）,
454,交接,自检,工作,,same_category_mid,60-70,20,语义不同,
763,气候,你是猪,学科,,nonsense_low,0-20,2,毫无关联,
531,三令五申,超新星,典故,,cross_category_low,0-30,2,二者不搭界,
295,八面玲珑,同舟共济,成语,,same_category_mid,60-70,20,二者词义关联度低,
1013,齐天大圣,孙悟空,,,alias_synonym_high,80-95,85,人工锚点覆盖：同义别名（反向）,manual_override
318,公会,手柄,游戏,,same_category_mid,60-70,30,关联度低,
897,月食,影入面,宇宙,,near_synonym_high,80-92,80,答案提示词（需人工复核）,
160,泡澡,热水,生活,,hint_like_high,70-90,80,较为接近,
386,嫉妒,释然,感情,,same_category_mid,60-70,30,语义不同,
889,昆曲,昆曲,文化,,exact_match,98-100,100,完全一致,
772,灯谜,泪成珠,文化,,nonsense_low,0-20,2,毫无关联,
692,圣诞,虚惊一场,节日,,nonsense_low,0-20,2,毫无关联,
